Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57365.raw
P05150	OTC_YEAST	ARG3	Ornithine carbamoyltransferase	1	1	6602.77
P05161	ISG15_HUMAN	ISG15	Ubiquitin-like protein ISG15	5	5	7.82473e+06
P05165	PCCA_HUMAN	PCCA	Propionyl-CoA carboxylase alpha chain, mitochondrial	7	7	4.924e+06
P05166	PCCB_HUMAN	PCCB	Propionyl-CoA carboxylase beta chain, mitochondrial	8	8	379724
P05194	AROD_ECOLI	aroD	3-dehydroquinate dehydratase	1	1	16133.4
P05198	IF2A_HUMAN	EIF2S1	Eukaryotic translation initiation factor 2 subunit 1	19	16	1.22853e+07
P05204	HMGN2_HUMAN	HMGN2	Non-histone chromosomal protein HMG-17	1	1	3.83537e+06
P05317	RLA0_YEAST	RPP0	Large ribosomal subunit protein uL10	9	8	5.79787e+07
P05319	RLA2_YEAST	RPP2A	Large ribosomal subunit protein P2A	5	5	7.76082e+07
P05362	ICAM1_HUMAN	ICAM1	Intercellular adhesion molecule 1	11	11	870967
P05373	HEM2_YEAST	HEM2	Delta-aminolevulinic acid dehydratase	12	12	6.70677e+07
P05374	CHO2_YEAST	CHO2	Phosphatidylethanolamine N-methyltransferase	13	13	5.76413e+06
P05375	PLMT_YEAST	OPI3	Phosphatidyl-N-methylethanolamine N-methyltransferase	2	2	1.05301e+06
P05386	RLA1_HUMAN	RPLP1	60S acidic ribosomal protein P1	1	1	1.49863e+07
P05387	RLA2_HUMAN	RPLP2	60S acidic ribosomal protein P2	5	5	8.36023e+07
P05388;P19945;Q29214;Q95140	RLA0_BOVIN;RLA0_HUMAN;RLA0_PIG;RLA0_RAT	RPLP0;Rplp0	60S acidic ribosomal protein P0	9	0	4.95595e+07
P05412	JUN_HUMAN	JUN	Transcription factor AP-1	1	1	3468.56
P05423	RPC4_HUMAN	POLR3D	DNA-directed RNA polymerase III subunit RPC4	7	7	8.54658e+06
P05453	ERF3_YEAST	SUP35	Eukaryotic peptide chain release factor GTP-binding subunit	15	14	5.87427e+06
P05455	LA_HUMAN	SSB	Lupus La protein	15	15	8.63891e+06
P05459	PDXB_ECOLI	pdxB	Erythronate-4-phosphate dehydrogenase	5	5	269708
P05496;P48201;Q06055	AT5G1_HUMAN;AT5G2_HUMAN;AT5G3_HUMAN	ATP5MC1;ATP5MC2;ATP5MC3	ATP synthase F(0) complex subunit C1, mitochondrial	1	0	1.38374e+06
P05543	THBG_HUMAN	SERPINA7	Thyroxine-binding globulin	3	3	2.05166e+06
P05546	HEP2_HUMAN	SERPIND1	Heparin cofactor 2	1	1	357236
P05549	AP2A_HUMAN	TFAP2A	Transcription factor AP-2-alpha	3	1	142269
P05556	ITB1_HUMAN	ITGB1	Integrin beta-1	23	23	1.95325e+07
P05626	ATPF_YEAST	ATP4	ATP synthase subunit 4, mitochondrial	5	5	2.07234e+06
P05694	METE_YEAST	MET6	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	36	36	1.68086e+07
P05737	RL7A_YEAST	RPL7A	Large ribosomal subunit protein uL30A	10	1	9.46335e+07
P05738	RL9A_YEAST	RPL9A	Large ribosomal subunit protein uL6A	9	2	5.7139e+07
P05739	RL6B_YEAST	RPL6B	Large ribosomal subunit protein eL6B	9	4	7.68291e+07
P05740	RL17A_YEAST	RPL17A	Large ribosomal subunit protein uL22A	6	1	4.98483e+07
P05743	RL26A_YEAST	RPL26A	Large ribosomal subunit protein uL24A	7	1	9.65073e+07
P05744	RL33A_YEAST	RPL33A	Large ribosomal subunit protein eL33A	3	1	7.45417e+07
P05745	RL36A_YEAST	RPL36A	Large ribosomal subunit protein eL36A	1	1	9.72052e+06
P05748	RL15A_YEAST	RPL15A	Large ribosomal subunit protein eL15A	9	2	6.23871e+07
P05749	RL22A_YEAST	RPL22A	Large ribosomal subunit protein eL22A	2	1	1.815e+07
P05750	RS3_YEAST	RPS3	Small ribosomal subunit protein uS3	12	12	1.00714e+08
P05755	RS9B_YEAST	RPS9B	Small ribosomal subunit protein uS4B	1	1	5.6292e+06
P05756	RS13_YEAST	RPS13	Small ribosomal subunit protein uS15	8	8	7.46927e+07
P05759	RS31_YEAST	RPS31	Ubiquitin-ribosomal protein eS31 fusion protein	6	2	3.68008e+08
P05783	K1C18_HUMAN	KRT18	Keratin, type I cytoskeletal 18	23	21	1.23405e+08
P05787	K2C8_HUMAN	KRT8	Keratin, type II cytoskeletal 8	31	25	1.64952e+08
P05793	ILVC_ECOLI	ilvC	Ketol-acid reductoisomerase (NADP(+))	3	3	3709.17
P05986	KAPC_YEAST	TPK3	cAMP-dependent protein kinase type 3	3	3	60368.9
P06100	NOT2_YEAST	CDC36	General negative regulator of transcription subunit 2	3	3	1.12079e+06
P06101	CDC37_YEAST	CDC37	Hsp90 co-chaperone Cdc37	15	15	3.73827e+06
P06102	NOT3_YEAST	NOT3	General negative regulator of transcription subunit 3	19	19	4.92982e+06
P06103	EIF3B_YEAST	PRT1	Eukaryotic translation initiation factor 3 subunit B	23	23	6.099e+06
P06105	SC160_YEAST	SCP160	Protein SCP160	50	50	1.75291e+07
P06115	CATT_YEAST	CTT1	Catalase T	7	7	174370
P06132	DCUP_HUMAN	UROD	Uroporphyrinogen decarboxylase	4	4	468970
P06149	DLD_ECOLI	dld	Quinone-dependent D-lactate dehydrogenase	1	1	3784.67
P06168	ILV5_YEAST	ILV5	Ketol-acid reductoisomerase, mitochondrial	15	15	3.61239e+07
P06169	PDC1_YEAST	PDC1	Pyruvate decarboxylase isozyme 1	24	17	8.9432e+08
P06174	HEM4_YEAST	HEM4	Uroporphyrinogen-III synthase	7	7	368560
P06182	CCHL_YEAST	CYC3	Holocytochrome-c synthase	4	4	4.25518e+06
P06197	PIS_YEAST	PIS1	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	5	5	2.59316e+06
P06208	LEU1_YEAST	LEU4	2-isopropylmalate synthase	18	8	6.01816e+06
P06213	INSR_HUMAN	INSR	Insulin receptor	2	2	10799.9
P06242	KIN28_YEAST	KIN28	Serine/threonine-protein kinase KIN28	2	2	1.26228e+06
P06244	KAPA_YEAST	TPK1	cAMP-dependent protein kinase type 1	2	2	279371
P06245	KAPB_YEAST	TPK2	cAMP-dependent protein kinase type 2	8	5	1.93665e+06
P06280	AGAL_HUMAN	GLA	Alpha-galactosidase A	4	4	488243
P06396	GELS_HUMAN	GSN	Gelsolin	18	18	4.1726e+07
P06400	RB_HUMAN	RB1	Retinoblastoma-associated protein	1	1	5339.07
P06454	PTMA_HUMAN	PTMA	Prothymosin alpha	6	6	2.88043e+07
P06493	CDK1_HUMAN	CDK1	Cyclin-dependent kinase 1	12	12	2.83179e+06
P06576	ATPB_HUMAN	ATP5F1B	ATP synthase subunit beta, mitochondrial	14	14	6.16749e+07
P06610	BTUE_ECOLI	btuE	Thioredoxin/glutathione peroxidase BtuE	4	4	4.04995e+06
P06612	TOP1_ECOLI	topA	DNA topoisomerase 1	10	10	4.12136e+06
P06634	DED1_YEAST	DED1	ATP-dependent RNA helicase DED1	23	19	1.68174e+07
P06700	SIR2_YEAST	SIR2	NAD-dependent histone deacetylase SIR2	2	2	8066.8
P06701	SIR3_YEAST	SIR3	Regulatory protein SIR3	5	5	527741
P06703	S10A6_HUMAN	S100A6	Protein S100-A6	3	3	3.35255e+08
P06704	CDC31_YEAST	CDC31	Cell division control protein 31	4	4	257620
P06715	GSHR_ECOLI	gor	Glutathione reductase	3	3	434537
P06720	AGAL_ECOLI	melA	Alpha-galactosidase	2	2	1.86427e+06
P06730	IF4E_HUMAN	EIF4E	Eukaryotic translation initiation factor 4E	7	7	4.57266e+06
P06733	ENOA_HUMAN	ENO1	Alpha-enolase	19	18	2.20167e+08
P06737	PYGL_HUMAN	PYGL	Glycogen phosphorylase, liver form	25	20	3.95128e+06
P06738	PHSG_YEAST	GPH1	Glycogen phosphorylase	32	32	2.33758e+07
P06744	G6PI_HUMAN	GPI	Glucose-6-phosphate isomerase	13	12	2.41383e+07
P06746	DPOLB_HUMAN	POLB	DNA polymerase beta	4	4	69648.2
P06748	NPM_HUMAN	NPM1	Nucleophosmin	11	11	1.6791e+08
P06753	TPM3_HUMAN	TPM3	Tropomyosin alpha-3 chain	4	3	1.22271e+07
P06756	ITAV_HUMAN	ITGAV	Integrin alpha-V	21	21	3.68638e+06
P06773	DCTD_YEAST	DCD1	Deoxycytidylate deaminase	1	1	414826
P06774	HAP2_YEAST	HAP2	Transcriptional activator HAP2	1	1	8489.08
P06780	RHO1_YEAST	RHO1	GTP-binding protein RHO1	6	4	3.07845e+07
P06781	RHO2_YEAST	RHO2	GTP-binding protein RHO2	4	4	1.72852e+06
P06782	SNF1_YEAST	SNF1	Carbon catabolite-derepressing protein kinase	13	13	1.52998e+06
P06785	TYSY_YEAST	CDC21	Thymidylate synthase	9	9	1.17191e+06
P06786	TOP2_YEAST	TOP2	DNA topoisomerase 2	19	19	3.7853e+06
P06787	CALM_YEAST	CMD1	Calmodulin	7	7	1.38528e+07
P06839	RAD3_YEAST	RAD3	General transcription and DNA repair factor IIH helicase subunit XPD	2	2	11595.9
P06843	SPT2_YEAST	SPT2	Protein SPT2	2	2	5034.38
P06844	SPT3_YEAST	SPT3	Protein SPT3	1	1	2.99634e+06
P06865	HEXA_HUMAN	HEXA	Beta-hexosaminidase subunit alpha	9	9	1.89501e+06
P06959	ODP2_ECOLI	aceF	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	15	15	1.2918e+07
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	1	1	392211
P06983	HEM3_ECOLI	hemC	Porphobilinogen deaminase	2	2	134787
P06987	HIS7_ECOLI	hisB	Histidine biosynthesis bifunctional protein HisB	2	2	37117.6
P06989	HIS2_ECOLI	hisI	Histidine biosynthesis bifunctional protein HisIE	1	1	61440.4
P06991	T1SD_ECOLX	hsdS	Type I restriction enzyme EcoDI specificity subunit	1	1	19684.9
P06999	PFKB_ECOLI	pfkB	ATP-dependent 6-phosphofructokinase isozyme 2	7	7	777190
P07003	POXB_ECOLI	poxB	Pyruvate dehydrogenase [ubiquinone]	8	8	7.81713e+06
P07004	PROA_ECOLI	proA	Gamma-glutamyl phosphate reductase	9	9	603113
P07012	RF2_ECOLI	prfB	Peptide chain release factor RF2	6	6	976370
P07014	SDHB_ECOLI	sdhB	Succinate dehydrogenase iron-sulfur subunit	8	8	700960
P07024	USHA_ECOLI	ushA	Protein UshA	8	8	4.76351e+06
P07093	GDN_HUMAN	SERPINE2	Glia-derived nexin	6	6	623350
P07099	HYEP_HUMAN	EPHX1	Epoxide hydrolase 1	11	11	1.74249e+06
P07108	ACBP_HUMAN	DBI	Acyl-CoA-binding protein	3	3	1.9176e+07
P07118	SYV_ECOLI	valS	Valine--tRNA ligase	13	13	5.42271e+06
P07143	CY1_YEAST	CYT1	Cytochrome c1, heme protein, mitochondrial	5	5	1.46061e+06
P07149	FAS1_YEAST	FAS1	Fatty acid synthase subunit beta	74	74	1.32734e+07
P07170	KAD2_YEAST	ADK1	Adenylate kinase	12	12	2.83955e+07
P07172	HIS8_YEAST	HIS5	Histidinol-phosphate aminotransferase	10	10	2.56667e+07
P07195	LDHB_HUMAN	LDHB	L-lactate dehydrogenase B chain	12	12	1.09544e+08
P07199	CENPB_HUMAN	CENPB	Major centromere autoantigen B	6	6	344637
P07203	GPX1_HUMAN	GPX1	Glutathione peroxidase 1	10	10	3.23724e+06
P07205	PGK2_HUMAN	PGK2	Phosphoglycerate kinase 2	3	3	525375
P07213	TOM70_YEAST	TOM70	Mitochondrial import receptor subunit TOM70	19	19	5.06024e+06
P07236	SYTM_YEAST	MST1	Threonine--tRNA ligase, mitochondrial	3	3	3.02194e+06
P07237	PDIA1_HUMAN	P4HB	Protein disulfide-isomerase	24	24	2.67825e+07
P07244	PUR2_YEAST	ADE57	Bifunctional purine biosynthetic protein ADE5,7	28	28	3.02851e+07
P07245	C1TC_YEAST	ADE3	C-1-tetrahydrofolate synthase, cytoplasmic	37	36	1.46792e+07
P07246	ADH3_YEAST	ADH3	Alcohol dehydrogenase 3, mitochondrial	14	12	2.01414e+07
P07248	ADR1_YEAST	ADR1	Regulatory protein ADR1	20	20	1.91657e+06
P07250	IPMK_YEAST	ARG82	Inositol polyphosphate multikinase	1	1	3669.45
P07251	ATPA_YEAST	ATP1	ATP synthase subunit alpha, mitochondrial	21	17	1.90877e+07
P07253	CBP6_YEAST	CBP6	Cytochrome B pre-mRNA-processing protein 6	3	3	1.34132e+06
P07255	COX9_YEAST	COX9	Cytochrome c oxidase subunit 9, mitochondrial	1	1	17352.8
P07256	QCR1_YEAST	COR1	Cytochrome b-c1 complex subunit 1, mitochondrial	14	14	4.44031e+06
P07257	QCR2_YEAST	QCR2	Cytochrome b-c1 complex subunit 2, mitochondrial	15	15	1.79187e+07
P07258	CARA_YEAST	CPA1	Carbamoyl phosphate synthase arginine-specific small chain	2	2	11204.1
P07259	PYR1_YEAST	URA2	Multifunctional protein URA2	90	87	2.7764e+07
P07260	IF4E_YEAST	CDC33	Eukaryotic translation initiation factor 4E	10	10	5.08718e+06
P07261	GCR1_YEAST	GCR1	Glycolytic genes transcriptional activator GCR1	3	3	88486.5
P07262	DHE4_YEAST	GDH1	NADP-specific glutamate dehydrogenase 1	22	16	1.33584e+07
P07263	SYH_YEAST	HTS1	Histidine--tRNA ligase, mitochondrial	14	13	3.44245e+07
P07264	LEUC_YEAST	LEU1	3-isopropylmalate dehydratase	25	25	4.49085e+06
P07267	CARP_YEAST	PEP4	Saccharopepsin	9	9	2.68104e+07
P07269	PHO2_YEAST	PHO2	Regulatory protein PHO2	2	2	641934
P07273	TFS2_YEAST	DST1	Transcription elongation factor S-II	11	11	1.49785e+06
P07274	PROF_YEAST	PFY1	Profilin	3	3	3.28253e+06
P07275	PUT2_YEAST	PUT2	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	17	17	7.37902e+06
P07276	RAD2_YEAST	RAD2	DNA repair protein RAD2	2	2	6420.72
P07277	ERG12_YEAST	ERG12	Mevalonate kinase	6	6	2.13631e+06
P07278	KAPR_YEAST	BCY1	cAMP-dependent protein kinase regulatory subunit	16	16	6.25374e+06
P07280;P07281	RS19A_YEAST;RS19B_YEAST	RPS19A;RPS19B	Small ribosomal subunit protein eS19A	7	0	1.11679e+08
P07283	PMM_YEAST	SEC53	Phosphomannomutase	10	10	9.39021e+06
P07284	SYSC_YEAST	SES1	Serine--tRNA ligase, cytoplasmic	20	20	2.25242e+07
P07285	TRPD_YEAST	TRP4	Anthranilate phosphoribosyltransferase	4	4	2.68511e+06
P07305	H10_HUMAN	H1-0	Histone H1.0	4	4	4.41651e+06
P07311	ACYP1_HUMAN	ACYP1	Acylphosphatase-1	3	3	693109
P07339	CATD_HUMAN	CTSD	Cathepsin D	11	11	5.30105e+06
P07342	ILVB_YEAST	ILV2	Acetolactate synthase catalytic subunit, mitochondrial	16	16	3.96354e+06
P07347	ARD1_YEAST	ARD1	N-terminal acetyltransferase A complex catalytic subunit ARD1	6	6	7.05014e+06
P07355	ANXA2_HUMAN	ANXA2	Annexin A2	22	6	1.29076e+08
P07358	CO8B_HUMAN	C8B	Complement component C8 beta chain	3	3	1.95746e+06
P07384	CAN1_HUMAN	CAPN1	Calpain-1 catalytic subunit	23	23	1.87954e+08
P07395	SYFB_ECOLI	pheT	Phenylalanine--tRNA ligase beta subunit	17	17	2.23902e+06
P07437	TBB5_HUMAN	TUBB	Tubulin beta chain	16	4	6.0868e+07
P07464	THGA_ECOLI	lacA	Galactoside O-acetyltransferase	2	2	222370
P07560	SEC4_YEAST	SEC4	Ras-related protein SEC4	5	5	4.72907e+06
P07602	SAP_HUMAN	PSAP	Prosaposin	12	12	1.86953e+07
P07650	TYPH_ECOLI	deoA	Thymidine phosphorylase	5	5	372858
P07686	HEXB_HUMAN	HEXB	Beta-hexosaminidase subunit beta	16	16	4.40342e+06
P07702	LYS2_YEAST	LYS2	L-2-aminoadipate reductase	35	35	1.94406e+06
P07703	RPAC1_YEAST	RPC40	DNA-directed RNA polymerases I and III subunit RPAC1	10	10	9.77766e+06
P07711	CATL1_HUMAN	CTSL	Cathepsin L1	4	4	118410
P07737	PROF1_HUMAN	PFN1	Profilin-1	8	8	1.11084e+08
P07738	PMGE_HUMAN	BPGM	Bisphosphoglycerate mutase	3	3	266818
P07741	APT_HUMAN	APRT	Adenine phosphoribosyltransferase	3	3	7.64045e+06
P07806	SYV_YEAST	VAS1	Valine--tRNA ligase, mitochondrial	40	40	1.1543e+07
P07807	DYR_YEAST	DFR1	Dihydrofolate reductase	3	3	373414
P07813	SYL_ECOLI	leuS	Leucine--tRNA ligase	18	18	1.64274e+06
P07814	SYEP_HUMAN	EPRS1	Bifunctional glutamate/proline--tRNA ligase	54	53	1.59384e+07
P07858	CATB_HUMAN	CTSB	Cathepsin B	5	5	4.7036e+07
P07862	DDLB_ECOLI	ddlB	D-alanine--D-alanine ligase B	2	2	211161
P07884	MOD5_YEAST	MOD5	tRNA dimethylallyltransferase	2	2	2679.06
P07900	HS90A_HUMAN	HSP90AA1	Heat shock protein HSP 90-alpha	31	14	1.82201e+08
P07902	GALT_HUMAN	GALT	Galactose-1-phosphate uridylyltransferase	1	1	71245.6
P07910	HNRPC_HUMAN	HNRNPC	Heterogeneous nuclear ribonucleoproteins C1/C2	13	7	6.5224e+07
P07913	TDH_ECOLI	tdh	L-threonine 3-dehydrogenase	3	3	727660
P07919	QCR6_HUMAN	UQCRH	Cytochrome b-c1 complex subunit 6, mitochondrial	2	1	3.68967e+06
P07942	LAMB1_HUMAN	LAMB1	Laminin subunit beta-1	9	9	285371
P07947	YES_HUMAN	YES1	Tyrosine-protein kinase Yes	7	2	2.88885e+07
P07948	LYN_HUMAN	LYN	Tyrosine-protein kinase Lyn	5	3	603586
P07951	TPM2_HUMAN	TPM2	Tropomyosin beta chain	3	2	1.83353e+06
P07954	FUMH_HUMAN	FH	Fumarate hydratase, mitochondrial	12	12	4.00449e+07
P07991	OAT_YEAST	CAR2	Ornithine aminotransferase	12	12	2.91758e+06
P07992	ERCC1_HUMAN	ERCC1	DNA excision repair protein ERCC-1	1	1	2.72075e+07
P07996	TSP1_HUMAN	THBS1	Thrombospondin-1	23	23	4.47053e+06
P08004	CHS1_YEAST	CHS1	Chitin synthase 1	12	12	3.16703e+06
P08018	PBS2_YEAST	PBS2	MAP kinase kinase PBS2	8	8	370911
P08047	SP1_HUMAN	SP1	Transcription factor Sp1	3	3	810732
P08067	UCRI_YEAST	RIP1	Cytochrome b-c1 complex subunit Rieske, mitochondrial	2	2	483653
P08069	IGF1R_HUMAN	IGF1R	Insulin-like growth factor 1 receptor	14	13	733729
P08133	ANXA6_HUMAN	ANXA6	Annexin A6	26	26	2.12974e+06
P08134	RHOC_HUMAN	RHOC	Rho-related GTP-binding protein RhoC	3	1	7.96295e+06
P08138	TNR16_HUMAN	NGFR	Tumor necrosis factor receptor superfamily member 16	1	1	224329
P08174	DAF_HUMAN	CD55	Complement decay-accelerating factor	16	16	3.22855e+07
P08178	PUR5_ECOLI	purM	Phosphoribosylformylglycinamidine cyclo-ligase	1	1	10785.6
P08179	PUR3_ECOLI	purN	Phosphoribosylglycinamide formyltransferase	1	1	99704.3
P08194	GLPT_ECOLI	glpT	Glycerol-3-phosphate transporter	5	5	1.00091e+07
P08195	4F2_HUMAN	SLC3A2	4F2 cell-surface antigen heavy chain	23	23	2.21535e+07
P08200	IDH_ECOLI	icd	Isocitrate dehydrogenase [NADP]	15	15	1.51205e+07
P08236	BGLR_HUMAN	GUSB	Beta-glucuronidase	7	7	953253
P08237	PFKAM_HUMAN	PFKM	ATP-dependent 6-phosphofructokinase, muscle type	16	15	2.52303e+06
P08238	HS90B_HUMAN	HSP90AB1	Heat shock protein HSP 90-beta	20	10	9.46179e+07
P08240	SRPRA_HUMAN	SRPRA	Signal recognition particle receptor subunit alpha	16	16	1.99963e+06
P08243	ASNS_HUMAN	ASNS	Asparagine synthetase [glutamine-hydrolyzing]	20	20	1.80243e+07
P08244	PYRF_ECOLI	pyrF	Orotidine 5'-phosphate decarboxylase	3	3	780535
P08312	SYFA_ECOLI	pheS	Phenylalanine--tRNA ligase alpha subunit	10	10	885965
P08390	USG_ECOLI	usg	USG-1 protein	1	1	636778
P08397	HEM3_HUMAN	HMBS	Porphobilinogen deaminase	5	5	529688
P08417	FUMH_YEAST	FUM1	Fumarate hydratase, mitochondrial	11	11	3.83733e+06
P08425	SYFM_YEAST	MSF1	Phenylalanine--tRNA ligase, mitochondrial	1	1	16112.6
P08456	PSS_YEAST	CHO1	CDP-diacylglycerol--serine O-phosphatidyltransferase	4	4	4.10873e+06
P08465	MET2_YEAST	MET2	Homoserine O-acetyltransferase	2	2	207309
P08466	NUC1_YEAST	NUC1	Mitochondrial nuclease	5	5	3.9168e+06
P08506	DACC_ECOLI	dacC	D-alanyl-D-alanine carboxypeptidase DacC	4	4	13153.1
P08518	RPB2_YEAST	RPB2	DNA-directed RNA polymerase II subunit RPB2	32	30	4.99547e+06
P08524	ERG20_YEAST	ERG20	Farnesyl pyrophosphate synthase	13	12	1.66881e+07
P08536	MET3_YEAST	MET3	Sulfate adenylyltransferase	4	4	801656
P08539	GPA1_YEAST	GPA1	Guanine nucleotide-binding protein alpha-1 subunit	6	6	490336
P08559	ODPA_HUMAN	PDHA1	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial	14	11	9.902e+06
P08566	ARO1_YEAST	ARO1	Pentafunctional AROM polypeptide	49	49	1.0748e+08
P08572	CO4A2_HUMAN	COL4A2	Collagen alpha-2(IV) chain	3	3	197734
P08574	CY1_HUMAN	CYC1	Cytochrome c1, heme protein, mitochondrial	6	6	7.08896e+06
P08579	RU2B_HUMAN	SNRPB2	U2 small nuclear ribonucleoprotein B''	4	4	3.19133e+06
P08581	MET_HUMAN	MET	Hepatocyte growth factor receptor	17	17	1.0642e+06
P08603	CFAH_HUMAN	CFH	Complement factor H	13	13	1.03939e+06
P08621	RU17_HUMAN	SNRNP70	U1 small nuclear ribonucleoprotein 70 kDa	8	8	7.947e+06
P08622	DNAJ_ECOLI	dnaJ	Chaperone protein DnaJ	1	1	157120
P08638	LEUR_YEAST	LEU3	Regulatory protein LEU3	1	1	3432.13
P08648	ITA5_HUMAN	ITGA5	Integrin alpha-5	10	10	2.51463e+06
P08651	NFIC_HUMAN	NFIC	Nuclear factor 1 C-type	6	5	1.90427e+06
P08670	VIME_HUMAN	VIM	Vimentin	33	27	2.00787e+08
P08678	CYAA_YEAST	CYR1	Adenylate cyclase	15	15	574930
P08679	CISY2_YEAST	CIT2	Citrate synthase, peroxisomal	12	11	6.45612e+06
P08697	A2AP_HUMAN	SERPINF2	Alpha-2-antiplasmin	2	2	2.0985e+06
P08708	RS17_HUMAN	RPS17	40S ribosomal protein S17	7	7	1.36962e+07
P08727	K1C19_HUMAN	KRT19	Keratin, type I cytoskeletal 19	16	13	7.25738e+06
P08729	K2C7_HUMAN	KRT7	Keratin, type II cytoskeletal 7	22	18	7.06039e+07
P08754	GNAI3_HUMAN	GNAI3	Guanine nucleotide-binding protein G(i) subunit alpha	4	4	2.11153e+06
P08758	ANXA5_HUMAN	ANXA5	Annexin A5	14	14	2.51338e+07
P08779	K1C16_HUMAN	KRT16	Keratin, type I cytoskeletal 16	7	5	1.38481e+06
P08839	PT1_ECOLI	ptsI	Phosphoenolpyruvate-protein phosphotransferase	16	16	2.14976e+06
P08842	STS_HUMAN	STS	Steryl-sulfatase	2	2	10300.4
P08865	RSSA_HUMAN	RPSA	40S ribosomal protein SA	8	8	4.91437e+07
P08957	T1MK_ECOLI	hsdM	Type I restriction enzyme EcoKI methylase subunit	1	1	1432.02
P08962	CD63_HUMAN	CD63	CD63 antigen	1	1	3.40453e+06
P08964	MYO1_YEAST	MYO1	Myosin-1	8	8	6.96236e+06
P08997	MASY_ECOLI	aceB	Malate synthase A	6	6	1.02519e+06
P09001	RM03_HUMAN	MRPL3	39S ribosomal protein L3, mitochondrial	4	4	3.16796e+06
P09012	SNRPA_HUMAN	SNRPA	U1 small nuclear ribonucleoprotein A	7	6	6.8498e+06
P09030	EX3_ECOLI	xthA	Exodeoxyribonuclease III	1	1	11939.4
P09032	EI2BG_YEAST	GCD1	Translation initiation factor eIF2B subunit gamma	6	6	597907
P09038	FGF2_HUMAN	FGF2	Fibroblast growth factor 2	4	4	1.53202e+06
P09064	IF2B_YEAST	SUI3	Eukaryotic translation initiation factor 2 subunit beta	12	12	4.59527e+06
P09104	ENOG_HUMAN	ENO2	Gamma-enolase	5	5	321305
P09110	THIK_HUMAN	ACAA1	3-ketoacyl-CoA thiolase, peroxisomal	11	11	1.40577e+06
P09127	HEMX_ECOLI	hemX	Protein HemX	6	6	298259
P09132	SRP19_HUMAN	SRP19	Signal recognition particle 19 kDa protein	4	4	356559
P09147	GALE_ECOLI	galE	UDP-glucose 4-epimerase	2	2	197653
P09151	LEU1_ECOLI	leuA	2-isopropylmalate synthase	1	1	2746.03
P09158	SPEE_ECOLI	speE	Polyamine aminopropyltransferase	2	2	211430
P09211	GSTP1_HUMAN	GSTP1	Glutathione S-transferase P	2	2	7.45785e+07
P09232	PRTB_YEAST	PRB1	Cerevisin	11	11	2.22345e+07
P09234	RU1C_HUMAN	SNRPC	U1 small nuclear ribonucleoprotein C	3	3	7.66772e+06
P09323	PTW3C_ECOLI	nagE	PTS system N-acetylglucosamine-specific EIICBA component	2	2	17520.2
P09368	PUT1_YEAST	PUT1	Proline dehydrogenase, mitochondrial	3	3	164470
P09372	GRPE_ECOLI	grpE	Protein GrpE	2	2	494725
P09373	PFLB_ECOLI	pflB	Formate acetyltransferase 1	21	19	2.38281e+07
P09382	LEG1_HUMAN	LGALS1	Galectin-1	8	8	3.5481e+07
P09394	GLPQ_ECOLI	glpQ	Glycerophosphodiester phosphodiesterase, periplasmic	9	9	1.20598e+07
P09417	DHPR_HUMAN	QDPR	Dihydropteridine reductase	8	8	2.2285e+06
P09424	MTLD_ECOLI	mtlD	Mannitol-1-phosphate 5-dehydrogenase	3	3	334980
P09429	HMGB1_HUMAN	HMGB1	High mobility group protein B1	6	2	5.39995e+06
P09436	SYIC_YEAST	ILS1	Isoleucine--tRNA ligase, cytoplasmic	39	39	1.33611e+07
P09440	C1TM_YEAST	MIS1	C-1-tetrahydrofolate synthase, mitochondrial	18	18	2.53299e+06
P09457	ATPO_YEAST	ATP5	ATP synthase subunit 5, mitochondrial	8	8	6.21949e+06
P09493	TPM1_HUMAN	TPM1	Tropomyosin alpha-1 chain	2	2	2.01919e+07
P09496	CLCA_HUMAN	CLTA	Clathrin light chain A	6	6	7.97416e+06
P09497	CLCB_HUMAN	CLTB	Clathrin light chain B	5	5	1.03736e+07
P09525	ANXA4_HUMAN	ANXA4	Annexin A4	12	12	2.09608e+06
P09543	CN37_HUMAN	CNP	2',3'-cyclic-nucleotide 3'-phosphodiesterase	10	10	2.04108e+06
P09546	PUTA_ECOLI	putA	Bifunctional protein PutA	14	14	2.19468e+08
P09547	SWI1_YEAST	SWI1	SWI/SNF chromatin-remodeling complex subunit SWI1	1	1	6928.74
P09551	ARGT_ECOLI	argT	Lysine/arginine/ornithine-binding periplasmic protein	9	9	4.44947e+06
P09601	HMOX1_HUMAN	HMOX1	Heme oxygenase 1	2	2	199979
P09620	KEX1_YEAST	KEX1	Pheromone-processing carboxypeptidase KEX1	10	10	509493
P09622	DLDH_HUMAN	DLD	Dihydrolipoyl dehydrogenase, mitochondrial	11	11	7.59326e+06
P09624	DLDH_YEAST	LPD1	Dihydrolipoyl dehydrogenase, mitochondrial	20	19	6.82699e+06
