Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57367.raw
P15586	GNS_HUMAN	GNS	N-acetylglucosamine-6-sulfatase	7	7	794143
P15624	SYFB_YEAST	FRS1	Phenylalanine--tRNA ligase beta subunit	22	22	1.3508e+07
P15625	SYFA_YEAST	FRS2	Phenylalanine--tRNA ligase alpha subunit	23	23	8.77225e+06
P15639	PUR9_ECOLI	purH	Bifunctional purine biosynthesis protein PurH	13	13	5.98172e+06
P15640	PUR2_ECOLI	purD	Phosphoribosylamine--glycine ligase	7	7	422186
P15646	FBRL_YEAST	NOP1	rRNA 2'-O-methyltransferase fibrillarin	13	13	4.70117e+07
P15700	KCY_YEAST	URA6	Uridylate kinase	8	7	3.62809e+06
P15703	BGL2_YEAST	BGL2	Glucan 1,3-beta-glucosidase	9	9	4.44242e+06
P15705	STI1_YEAST	STI1	Heat shock protein STI1	29	29	3.57824e+06
P15731	UBC4_YEAST	UBC4	Ubiquitin-conjugating enzyme E2 4	3	2	4.71629e+06
P15735	PHKG2_HUMAN	PHKG2	Phosphorylase b kinase gamma catalytic chain, liver/testis isoform	5	5	570373
P15790	CSK21_YEAST	CKA1	Casein kinase II subunit alpha	10	9	886579
P15807	MET8_YEAST	MET8	Siroheme biosynthesis protein MET8	1	1	2723.54
P15822	ZEP1_HUMAN	HIVEP1	Zinc finger protein 40	1	1	889.43
P15848	ARSB_HUMAN	ARSB	Arylsulfatase B	2	2	305451
P15873	PCNA_YEAST	POL30	Proliferating cell nuclear antigen	12	12	2.14724e+06
P15877	DHG_ECOLI	gcd	Quinoprotein glucose dehydrogenase	2	2	1.7048e+06
P15880	RS2_HUMAN	RPS2	40S ribosomal protein S2	12	12	2.7471e+07
P15891	ABP1_YEAST	ABP1	Actin-binding protein	23	23	7.03962e+06
P15924	DESP_HUMAN	DSP	Desmoplakin	60	60	3.37008e+06
P15927	RFA2_HUMAN	RPA2	Replication protein A 32 kDa subunit	6	6	1.69331e+06
P15941	MUC1_HUMAN	MUC1	Mucin-1	3	3	407700
P15954	COX7C_HUMAN	COX7C	Cytochrome c oxidase subunit 7C, mitochondrial	2	2	5.08435e+06
P15992	HSP26_YEAST	HSP26	Heat shock protein 26	13	13	4.31918e+07
P16035	TIMP2_HUMAN	TIMP2	Metalloproteinase inhibitor 2	1	1	3885.4
P16066	ANPRA_HUMAN	NPR1	Atrial natriuretic peptide receptor 1	10	9	393276
P16070	CD44_HUMAN	CD44	CD44 antigen	11	11	4.77829e+06
P16083	NQO2_HUMAN	NQO2	Ribosyldihydronicotinamide dehydrogenase [quinone]	6	6	2.27519e+06
P16095	SDHL_ECOLI	sdaA	L-serine dehydratase 1	3	2	69893.8
P16104	H2AX_HUMAN	H2AX	Histone H2AX	5	2	5.66237e+08
P16120	THRC_YEAST	THR4	Threonine synthase	19	19	4.83153e+07
P16140	VATB_YEAST	VMA2	V-type proton ATPase subunit B	26	25	1.38911e+07
P16144	ITB4_HUMAN	ITGB4	Integrin beta-4	40	40	3.18074e+06
P16152	CBR1_HUMAN	CBR1	Carbonyl reductase [NADPH] 1	13	11	3.13831e+06
P16219	ACADS_HUMAN	ACADS	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	8	8	3.56802e+06
P16220	CREB1_HUMAN	CREB1	Cyclic AMP-responsive element-binding protein 1	2	2	71607
P16278	BGAL_HUMAN	GLB1	Beta-galactosidase	10	10	3.43961e+06
P16298	PP2BB_HUMAN	PPP3CB	Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform	1	1	2410.49
P16333	NCK1_HUMAN	NCK1	Cytoplasmic protein NCK1	8	7	315141
P16370	RPB3_YEAST	RPB3	DNA-directed RNA polymerase II subunit RPB3	4	4	587370
P16383	GCFC2_HUMAN	GCFC2	GC-rich sequence DNA-binding factor 2	3	3	380123
P16387	ODPA_YEAST	PDA1	Pyruvate dehydrogenase E1 component subunit alpha, mitochondrial	18	18	5.85629e+06
P16401	H15_HUMAN	H1-5	Histone H1.5	6	4	4.19881e+07
P16403	H12_HUMAN	H1-2	Histone H1.2	5	2	2.31182e+08
P16435	NCPR_HUMAN	POR	NADPH--cytochrome P450 reductase	20	20	1.10955e+06
P16451	ODPX_YEAST	PDX1	Pyruvate dehydrogenase complex protein X component, mitochondrial	11	11	1.21293e+06
P16455	MGMT_HUMAN	MGMT	Methylated-DNA--protein-cysteine methyltransferase	4	4	706353
P16456	SELD_ECOLI	selD	Selenide, water dikinase	7	7	587182
P16467	PDC5_YEAST	PDC5	Pyruvate decarboxylase isozyme 2	2	2	95868
P16474	BIP_YEAST	KAR2	Endoplasmic reticulum chaperone BiP	24	21	1.30651e+08
P16521	EF3A_YEAST	YEF3	Elongation factor 3A	37	27	3.38024e+07
P16547	OM45_YEAST	OM45	Mitochondrial outer membrane protein OM45	14	14	1.19571e+06
P16550	APA1_YEAST	APA1	Protein APA1	13	13	3.10419e+06
P16591	FER_HUMAN	FER	Tyrosine-protein kinase Fer	7	6	177747
P16603	NCPR_YEAST	NCP1	NADPH--cytochrome P450 reductase	20	20	8.31301e+06
P16615	AT2A2_HUMAN	ATP2A2	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	33	18	1.16026e+07
P16622	HEMH_YEAST	HEM15	Ferrochelatase, mitochondrial	10	10	790548
P16639	ATE1_YEAST	ATE1	Arginyl-tRNA--protein transferase 1	5	5	2.71186e+06
P16649	TUP1_YEAST	TUP1	General transcriptional corepressor TUP1	29	29	1.79895e+06
P16659	SYP_ECOLI	proS	Proline--tRNA ligase	14	14	1.01264e+06
P16661	ALG1_YEAST	ALG1	Chitobiosyldiphosphodolichol beta-mannosyltransferase	7	7	254935
P16700	CYSP_ECOLI	cysP	Thiosulfate-binding protein	5	5	2.26838e+06
P16861	PFKA1_YEAST	PFK1	ATP-dependent 6-phosphofructokinase subunit alpha	39	37	1.36878e+07
P16862	PFKA2_YEAST	PFK2	ATP-dependent 6-phosphofructokinase subunit beta	32	32	1.21065e+07
P16930	FAAA_HUMAN	FAH	Fumarylacetoacetase	4	4	68332.6
P16949	STMN1_HUMAN	STMN1	Stathmin	6	4	9.91397e+06
P16965	STF2_YEAST	STF2	ATPase-stabilizing factor 15 kDa protein	2	2	4.08552e+06
P16989	YBOX3_HUMAN	YBX3	Y-box-binding protein 3	9	9	3.96139e+06
P17028	ZNF24_HUMAN	ZNF24	Zinc finger protein 24	3	3	118234
P17050	NAGAB_HUMAN	NAGA	Alpha-N-acetylgalactosaminidase	2	2	1.05316e+06
P17064	FCY2_YEAST	FCY2	Purine-cytosine permease FCY2	2	2	178839
P17065	SEC2_YEAST	SEC2	Rab guanine nucleotide exchange factor SEC2	6	6	2.91164e+06
P17066	HSP76_HUMAN	HSPA6	Heat shock 70 kDa protein 6	4	0	9.35752e+06
P17076	RL8A_YEAST	RPL8A	Large ribosomal subunit protein eL8A	17	4	4.31142e+07
P17096	HMGA1_HUMAN	HMGA1	High mobility group protein HMG-I/HMG-Y	4	4	9.78318e+06
P17106	CBF1_YEAST	CBF1	Centromere-binding protein 1	9	9	1.1941e+06
P17115	GUTQ_ECOLI	gutQ	Arabinose 5-phosphate isomerase GutQ	1	1	1979.83
P17117	NFSA_ECOLI	nfsA	Oxygen-insensitive NADPH nitroreductase	2	2	3719.09
P17119	KAR3_YEAST	KAR3	Kinesin-like protein KAR3	2	2	1.27274e+06
P17121	SAC7_YEAST	SAC7	GTPase-activating protein SAC7	5	5	189978
P17152	TMM11_HUMAN	TMEM11	Transmembrane protein 11, mitochondrial	5	5	600822
P17157	PHO85_YEAST	PHO85	Cyclin-dependent protein kinase PHO85	7	7	1.07516e+06
P17169	GLMS_ECOLI	glmS	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	8	8	316271
P17174	AATC_HUMAN	GOT1	Aspartate aminotransferase, cytoplasmic	13	13	2.62698e+06
P17252	KPCA_HUMAN	PRKCA	Protein kinase C alpha type	6	2	115247
P17255	VATA_YEAST	VMA1	V-type proton ATPase catalytic subunit A	44	42	1.58004e+07
P17275	JUNB_HUMAN	JUNB	Transcription factor jun-B	8	8	1.15562e+07
P17301	ITA2_HUMAN	ITGA2	Integrin alpha-2	24	24	1.80113e+07
P17423	KHSE_YEAST	THR1	Homoserine kinase	9	9	5.61365e+06
P17442	PHO81_YEAST	PHO81	Phosphate system positive regulatory protein PHO81	27	27	1.30001e+06
P17480	UBF1_HUMAN	UBTF	Nucleolar transcription factor 1	14	14	1.67482e+06
P17505	MDHM_YEAST	MDH1	Malate dehydrogenase, mitochondrial	12	12	3.72594e+06
P17535	JUND_HUMAN	JUND	Transcription factor jun-D	5	5	340548
P17536	TPM1_YEAST	TPM1	Tropomyosin-1	12	12	6.81028e+06
P17544	ATF7_HUMAN	ATF7	Cyclic AMP-dependent transcription factor ATF-7	4	3	119475
P17555	CAP_YEAST	SRV2	Adenylyl cyclase-associated protein	15	15	1.15591e+07
P17568	NDUB7_HUMAN	NDUFB7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	5	5	744551
P17612	KAPCA_HUMAN	PRKACA	cAMP-dependent protein kinase catalytic subunit alpha	5	1	1.8605e+06
P17629	HPR1_YEAST	HPR1	THO complex subunit HPR1	7	7	326058
P17649	GABAT_YEAST	UGA1	4-aminobutyrate aminotransferase	25	25	1.43609e+06
P17655	CAN2_HUMAN	CAPN2	Calpain-2 catalytic subunit	16	16	6.15162e+06
P17676	CEBPB_HUMAN	CEBPB	CCAAT/enhancer-binding protein beta	7	7	427090
P17695	GLRX2_YEAST	GRX2	Glutaredoxin-2	5	5	2.0673e+06
P17706	PTN2_HUMAN	PTPN2	Tyrosine-protein phosphatase non-receptor type 2	5	5	627732
P17709	HXKG_YEAST	GLK1	Glucokinase-1	14	14	2.05066e+07
P17812	PYRG1_HUMAN	CTPS1	CTP synthase 1	18	16	1.62282e+06
P17813	EGLN_HUMAN	ENG	Endoglin	7	7	1.26853e+06
P17844	DDX5_HUMAN	DDX5	Probable ATP-dependent RNA helicase DDX5	27	19	1.3801e+07
P17846	CYSI_ECOLI	cysI	Sulfite reductase [NADPH] hemoprotein beta-component	9	9	7.45517e+06
P17854	CYSH_ECOLI	cysH	Phosphoadenosine 5'-phosphosulfate reductase	4	4	352074
P17858	PFKAL_HUMAN	PFKL	ATP-dependent 6-phosphofructokinase, liver type	9	9	934710
P17883	SKI3_YEAST	SKI3	Superkiller protein 3	15	15	1.1548e+06
P17890	RPC7_YEAST	RPC31	DNA-directed RNA polymerase III subunit RPC7	1	1	4090.68
P17891	CLC1_YEAST	CLC1	Clathrin light chain	14	14	8.15177e+06
P17898	CPT1_YEAST	CPT1	Cholinephosphotransferase 1	2	2	331872
P17931	LEG3_HUMAN	LGALS3	Galectin-3	9	9	1.43311e+07
P17952	MURC_ECOLI	murC	UDP-N-acetylmuramate--L-alanine ligase	1	1	6790.42
P17967	PDI_YEAST	PDI1	Protein disulfide-isomerase	17	17	1.72908e+07
P17980	PRS6A_HUMAN	PSMC3	26S proteasome regulatory subunit 6A	16	15	3.79517e+06
P17987	TCPA_HUMAN	TCP1	T-complex protein 1 subunit alpha	22	22	6.98209e+06
P18031	PTN1_HUMAN	PTPN1	Tyrosine-protein phosphatase non-receptor type 1	16	16	1.98265e+06
P18074	ERCC2_HUMAN	ERCC2	General transcription and DNA repair factor IIH helicase subunit XPD	3	2	319778
P18077	RL35A_HUMAN	RPL35A	60S ribosomal protein L35a	6	6	1.44697e+07
P18084	ITB5_HUMAN	ITGB5	Integrin beta-5	12	12	261820
P18085	ARF4_HUMAN	ARF4	ADP-ribosylation factor 4	7	6	1.76732e+07
P18124	RL7_HUMAN	RPL7	60S ribosomal protein L7	10	10	2.61754e+07
P18196	MINC_ECOLI	minC	Septum site-determining protein MinC	1	1	994178
P18206	VINC_HUMAN	VCL	Vinculin	58	58	2.29729e+07
P18239	ADT2_YEAST	PET9	ADP,ATP carrier protein 2	12	8	1.57816e+07
P18409	MDM10_YEAST	MDM10	Mitochondrial distribution and morphology protein 10	1	1	4085.12
P18414	ERD2_YEAST	ERD2	ER lumen protein-retaining receptor	2	2	528634
P18480	SNF5_YEAST	SNF5	SWI/SNF chromatin-remodeling complex subunit SNF5	4	4	168954
P18494	GLN3_YEAST	GLN3	Nitrogen regulatory protein GLN3	1	1	1235.61
P18562	UPP_YEAST	FUR1	Uracil phosphoribosyltransferase	8	8	3.42129e+06
P18583	SON_HUMAN	SON	Protein SON	26	26	1.18825e+06
P18615	NELFE_HUMAN	NELFE	Negative elongation factor E	11	11	1.56233e+06
P18621	RL17_HUMAN	RPL17	60S ribosomal protein L17	8	8	2.55366e+07
P18669	PGAM1_HUMAN	PGAM1	Phosphoglycerate mutase 1	9	3	1.18752e+07
P18754	RCC1_HUMAN	RCC1	Regulator of chromosome condensation	11	11	1.64403e+06
P18759	SEC18_YEAST	SEC18	Vesicular-fusion protein SEC18	27	27	1.82629e+06
P18827	SDC1_HUMAN	SDC1	Syndecan-1	2	2	113253
P18843	NADE_ECOLI	nadE	NH(3)-dependent NAD(+) synthetase	7	7	1.66977e+06
P18846	ATF1_HUMAN	ATF1	Cyclic AMP-dependent transcription factor ATF-1	4	3	572912
P18850	ATF6A_HUMAN	ATF6	Cyclic AMP-dependent transcription factor ATF-6 alpha	5	5	698188
P18852	GBG_YEAST	STE18	Guanine nucleotide-binding protein subunit gamma	1	1	4913.82
P18858	DNLI1_HUMAN	LIG1	DNA ligase 1	24	24	2.04873e+06
P18859	ATP5J_HUMAN	ATP5PF	ATP synthase-coupling factor 6, mitochondrial	4	4	4.27458e+06
P18887	XRCC1_HUMAN	XRCC1	DNA repair protein XRCC1	10	10	785963
P18888	SNF6_YEAST	SNF6	Transcription regulatory protein SNF6	2	2	48750.9
P18898	PGTB1_YEAST	CDC43	Geranylgeranyl transferase type-1 subunit beta	2	2	34906.8
P18899	DDR48_YEAST	DDR48	Stress protein DDR48	7	7	1.61084e+06
P18900	COQ1_YEAST	COQ1	Hexaprenyl pyrophosphate synthase, mitochondrial	5	5	471659
P18956	GGT_ECOLI	ggt	Glutathione hydrolase proenzyme	13	13	4.19932e+06
P18961	YPK2_YEAST	YPK2	Serine/threonine-protein kinase YPK2/YKR2	2	2	2304.71
P18962	DAP2_YEAST	DAP2	Dipeptidyl aminopeptidase B	8	8	1.77416e+06
P18963	IRA1_YEAST	IRA1	Inhibitory regulator protein IRA1	4	4	496370
P19021	AMD_HUMAN	PAM	Peptidyl-glycine alpha-amidating monooxygenase	2	2	85749.8
P19073	CDC42_YEAST	CDC42	Cell division control protein 42	2	2	2.40489e+06
P19075	TSN8_HUMAN	TSPAN8	Tetraspanin-8	3	3	2.63464e+06
P19097	FAS2_YEAST	FAS2	Fatty acid synthase subunit alpha	70	70	6.33127e+06
P19146	ARF2_YEAST	ARF2	ADP-ribosylation factor 2	2	2	9.22403e+06
P19158	IRA2_YEAST	IRA2	Inhibitory regulator protein IRA2	3	3	101620
P19174	PLCG1_HUMAN	PLCG1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1	15	15	767863
P19211	IF5A2_YEAST	ANB1	Eukaryotic translation initiation factor 5A-2	1	1	524542
P19256	LFA3_HUMAN	CD58	Lymphocyte function-associated antigen 3	3	3	920734
P19262	ODO2_YEAST	KGD2	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	9	9	4.52311e+06
P19263	MED14_YEAST	RGR1	Mediator of RNA polymerase II transcription subunit 14	5	5	97411.9
P19338	NUCL_HUMAN	NCL	Nucleolin	23	23	2.25823e+07
P19358	METK2_YEAST	SAM2	S-adenosylmethionine synthase 2	8	8	3.8475e+06
P19367	HXK1_HUMAN	HK1	Hexokinase-1	9	7	986508
P19387	RPB3_HUMAN	POLR2C	DNA-directed RNA polymerase II subunit RPB3	5	5	694660
P19388	RPAB1_HUMAN	POLR2E	DNA-directed RNA polymerases I, II, and III subunit RPABC1	6	6	1.20804e+06
P19404	NDUV2_HUMAN	NDUFV2	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	8	8	1.50621e+06
P19414	ACON_YEAST	ACO1	Aconitate hydratase, mitochondrial	34	32	2.43469e+07
P19447	ERCC3_HUMAN	ERCC3	General transcription and DNA repair factor IIH helicase subunit XPB	5	5	335423
P19454	CSK22_YEAST	CKA2	Casein kinase II subunit alpha'	9	9	1.03237e+06
P19474	RO52_HUMAN	TRIM21	E3 ubiquitin-protein ligase TRIM21	1	1	5361.16
P19524	MYO2_YEAST	MYO2	Myosin-2	43	40	4.62162e+06
P19525	E2AK2_HUMAN	EIF2AK2	Interferon-induced, double-stranded RNA-activated protein kinase	11	11	2.49556e+08
P19623	SPEE_HUMAN	SRM	Spermidine synthase	8	7	2.24038e+06
P19658	EXO70_YEAST	EXO70	Exocyst complex component EXO70	4	4	157966
P19659	MED15_YEAST	GAL11	Mediator of RNA polymerase II transcription subunit 15	7	7	923975
P19735	PRP6_YEAST	PRP6	Pre-mRNA-splicing factor 6	2	2	1.5124e+06
P19736	PRP9_YEAST	PRP9	Pre-mRNA-splicing factor PRP9	3	3	199836
P19784	CSK22_HUMAN	CSNK2A2	Casein kinase II subunit alpha'	7	7	991072
P19793	RXRA_HUMAN	RXRA	Retinoic acid receptor RXR-alpha	1	1	60511.9
P19812	UBR1_YEAST	UBR1	E3 ubiquitin-protein ligase UBR1	16	16	8.77967e+06
P19823	ITIH2_HUMAN	ITIH2	Inter-alpha-trypsin inhibitor heavy chain H2	9	9	1.51002e+07
P19827	ITIH1_HUMAN	ITIH1	Inter-alpha-trypsin inhibitor heavy chain H1	1	1	452160
P19838	NFKB1_HUMAN	NFKB1	Nuclear factor NF-kappa-B p105 subunit	10	10	245925
P19880	AP1_YEAST	YAP1	AP-1-like transcription factor YAP1	8	8	462318
P19881	PNPP_YEAST	PHO13	4-nitrophenylphosphatase	13	13	3.22658e+06
P19882	HSP60_YEAST	HSP60	Heat shock protein 60, mitochondrial	27	25	2.15165e+07
P19926	AGP_ECOLI	agp	Glucose-1-phosphatase	12	12	1.3132e+06
P19955	KGD4_YEAST	YMR31	Alpha-ketoglutarate dehydrogenase subunit 4, mitochondrial	2	2	1.9994e+06
P20020	AT2B1_HUMAN	ATP2B1	Plasma membrane calcium-transporting ATPase 1	14	12	825614
P20042	IF2B_HUMAN	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2	20	20	9.10512e+06
P20049	TYR1_YEAST	TYR1	Prephenate dehydrogenase [NADP(+)]	7	7	722317
P20051	PYRC_YEAST	URA4	Dihydroorotase	9	9	6.75648e+06
P20053	PRP4_YEAST	PRP4	U4/U6 small nuclear ribonucleoprotein PRP4	2	2	224676
P20061	TCO1_HUMAN	TCN1	Transcobalamin-1	1	1	3495.95
P20073	ANXA7_HUMAN	ANXA7	Annexin A7	19	19	4.43008e+06
P20081	FKBP_YEAST	FPR1	FK506-binding protein 1	6	6	2.6561e+07
P20084	RM33_YEAST	MRPL33	Large ribosomal subunit protein uL30m	3	3	74451.6
P20095	PRP2_YEAST	PRP2	Pre-mRNA-splicing factor ATP-dependent RNA helicase-like protein PRP2	2	2	44729.4
P20107	ZRC1_YEAST	ZRC1	Vacuolar zinc transporter ZRC1	3	3	492933
P20133	PGTB2_YEAST	BET2	Geranylgeranyl transferase type-2 subunit beta	2	2	230358
P20134	SFL1_YEAST	SFL1	Flocculation suppression protein	2	2	2117.14
P20138	CD33_HUMAN	CD33	Myeloid cell surface antigen CD33	2	2	56490.5
P20226	TBP_HUMAN	TBP	TATA-box-binding protein	1	1	109194
P20290	BTF3_HUMAN	BTF3	Transcription factor BTF3	5	5	4.00073e+06
P20338	RAB4A_HUMAN	RAB4A	Ras-related protein Rab-4A	3	3	213372
P20339	RAB5A_HUMAN	RAB5A	Ras-related protein Rab-5A	4	4	1.53848e+06
P20340	RAB6A_HUMAN	RAB6A	Ras-related protein Rab-6A	5	2	2.23914e+06
P20424	SRP54_YEAST	SRP54	Signal recognition particle subunit SRP54	14	14	1.96242e+06
P20433	RPB4_YEAST	RPB4	DNA-directed RNA polymerase II subunit RPB4	4	4	581075
P20434	RPAB1_YEAST	RPB5	DNA-directed RNA polymerases I, II, and III subunit RPABC1	6	6	982042
P20435	RPAB2_YEAST	RPO26	DNA-directed RNA polymerases I, II, and III subunit RPABC2	2	2	1.17078e+06
P20436	RPAB3_YEAST	RPB8	DNA-directed RNA polymerases I, II, and III subunit RPABC3	4	4	999464
P20447	DBP3_YEAST	DBP3	ATP-dependent RNA helicase DBP3	15	15	1.10603e+07
P20448	DBP4_YEAST	HCA4	ATP-dependent RNA helicase HCA4	7	7	1.65292e+06
P20449	DBP5_YEAST	DBP5	ATP-dependent RNA helicase DBP5	21	21	1.1995e+06
P20459	IF2A_YEAST	SUI2	Eukaryotic translation initiation factor 2 subunit alpha	12	12	1.0195e+07
P20484	MAK11_YEAST	MAK11	Protein MAK11	8	8	432406
P20485	KICH_YEAST	CKI1	Choline kinase	17	17	1.37034e+06
P20486	CKS1_YEAST	CKS1	Cyclin-dependent kinases regulatory subunit	5	5	336792
P20585	MSH3_HUMAN	MSH3	DNA mismatch repair protein Msh3	11	11	122497
P20604	PP11_YEAST	SIT4	Serine/threonine-protein phosphatase PP1-1	8	8	802055
P20605	FIC_ECOLI	fic	Probable protein adenylyltransferase Fic	1	1	128948
P20606	SAR1_YEAST	SAR1	Small COPII coat GTPase SAR1	8	7	8.19896e+06
P20618	PSB1_HUMAN	PSMB1	Proteasome subunit beta type-1	9	9	8.12846e+06
P20645	MPRD_HUMAN	M6PR	Cation-dependent mannose-6-phosphate receptor	6	6	1.46195e+06
P20674	COX5A_HUMAN	COX5A	Cytochrome c oxidase subunit 5A, mitochondrial	3	3	8.9061e+06
P20676	NUP1_YEAST	NUP1	Nucleoporin NUP1	11	11	363454
P20700	LMNB1_HUMAN	LMNB1	Lamin-B1	30	29	7.12176e+06
P20742	PZP_HUMAN	PZP	Pregnancy zone protein	1	1	140026
P20749	BCL3_HUMAN	BCL3	B-cell lymphoma 3 protein	1	1	4095.44
P20774	MIME_HUMAN	OGN	Mimecan	1	1	64313.6
P20795	VPS33_YEAST	VPS33	Vacuolar protein sorting-associated protein 33	6	6	200464
P20810	ICAL_HUMAN	CAST	Calpastatin	23	23	5.18051e+07
P20827	EFNA1_HUMAN	EFNA1	Ephrin-A1	1	1	289595
P20839	IMDH1_HUMAN	IMPDH1	Inosine-5'-monophosphate dehydrogenase 1	12	12	802593
P20851	C4BPB_HUMAN	C4BPB	C4b-binding protein beta chain	1	1	5828.7
P20933	ASPG_HUMAN	AGA	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase	1	1	1462.08
P20936	RASA1_HUMAN	RASA1	Ras GTPase-activating protein 1	6	6	683476
P20962	PTMS_HUMAN	PTMS	Parathymosin	4	4	5.93591e+06
P20967	ODO1_YEAST	KGD1	2-oxoglutarate dehydrogenase, mitochondrial	18	18	920980
P21127	CD11B_HUMAN	CDK11B	Cyclin-dependent kinase 11B	13	1	1.09161e+06
P21147	ACO1_YEAST	OLE1	Acyl-CoA desaturase 1	7	7	2.61578e+06
P21151	FADA_ECOLI	fadA	3-ketoacyl-CoA thiolase FadA	5	5	5.4358e+06
P21165	PEPQ_ECOLI	pepQ	Xaa-Pro dipeptidase	9	9	2.09964e+06
P21170	SPEA_ECOLI	speA	Biosynthetic arginine decarboxylase	4	4	5.77048e+07
P21177	FADB_ECOLI	fadB	Fatty acid oxidation complex subunit alpha	6	6	832375
P21179	CATE_ECOLI	katE	Catalase HPII	4	4	2.44618e+06
P21182	DCAM_YEAST	SPE2	S-adenosylmethionine decarboxylase proenzyme	2	2	195170
P21192	ACE2_YEAST	ACE2	Metallothionein expression activator	3	3	62201.8
P21242	PSA7_YEAST	PRE10	Probable proteasome subunit alpha type-7	10	10	6.74625e+06
P21243	PSA1_YEAST	SCL1	Proteasome subunit alpha type-1	14	12	5.1763e+06
P21264	PUR6_YEAST	ADE2	Phosphoribosylaminoimidazole carboxylase	26	26	2.44418e+06
P21266	GSTM3_HUMAN	GSTM3	Glutathione S-transferase Mu 3	16	14	6.10527e+06
P21269	CCA1_YEAST	CCA1	CCA tRNA nucleotidyltransferase, mitochondrial	6	6	1.53192e+06
P21281	VATB2_HUMAN	ATP6V1B2	V-type proton ATPase subunit B, brain isoform	14	10	1.2744e+07
P21283	VATC1_HUMAN	ATP6V1C1	V-type proton ATPase subunit C 1	7	6	935268
P21291	CSRP1_HUMAN	CSRP1	Cysteine and glycine-rich protein 1	9	9	7.89112e+06
P21304	PWP1_YEAST	PWP1	Periodic tryptophan protein 1	14	14	976383
P21306	ATP5E_YEAST	ATP15	ATP synthase subunit epsilon, mitochondrial	3	3	1.04221e+06
P21333	FLNA_HUMAN	FLNA	Filamin-A	110	105	1.32469e+07
P21359	NF1_HUMAN	NF1	Neurofibromin	5	5	948524
P21367	YCAC_ECOLI	ycaC	Probable hydrolase YcaC	4	4	4.89001e+06
P21373	UTR1_YEAST	UTR1	NAD(+) kinase	7	7	451315
P21375	OSM1_YEAST	OSM1	Fumarate reductase 2	14	14	1.25398e+06
P21397	AOFA_HUMAN	MAOA	Amine oxidase [flavin-containing] A	1	1	541853
P21399	ACOC_HUMAN	ACO1	Cytoplasmic aconitate hydratase	24	23	3.03395e+06
P21499	RNR_ECOLI	rnr	Ribonuclease R	4	4	619321
P21507	SRMB_ECOLI	srmB	ATP-dependent RNA helicase SrmB	3	3	5335.01
P21513	RNE_ECOLI	rne	Ribonuclease E	8	8	1.03533e+06
P21524	RIR1_YEAST	RNR1	Ribonucleoside-diphosphate reductase large chain 1	14	11	3.90872e+06
P21538	REB1_YEAST	REB1	DNA-binding protein REB1	15	14	1.95357e+07
P21560	CBP3_YEAST	CBP3	Protein CBP3, mitochondrial	5	5	2.79216e+06
P21576	VPS1_YEAST	VPS1	Vacuolar protein sorting-associated protein 1	27	27	3.2938e+06
P21589	5NTD_HUMAN	NT5E	5'-nucleotidase	8	8	2.81427e+06
P21599	KPYK2_ECOLI	pykA	Pyruvate kinase II	9	9	560619
P21645	LPXD_ECOLI	lpxD	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	2	2	28187.8
P21657	DAL81_YEAST	DAL81	Transcriptional activator protein DAL81	1	1	2.21825e+06
P21695	GPDA_HUMAN	GPD1	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic	1	1	6847.04
P21734	UBC1_YEAST	UBC1	Ubiquitin-conjugating enzyme E2 1	6	6	1.87136e+06
P21796	VDAC1_HUMAN	VDAC1	Voltage-dependent anion-selective channel protein 1	15	15	1.2098e+07
P21825	SEC62_YEAST	SEC62	Translocation protein SEC62	3	3	1.13908e+06
P21827	RCC1_YEAST	SRM1	Guanine nucleotide exchange factor SRM1	12	12	1.04309e+06
P21888	SYC_ECOLI	cysS	Cysteine--tRNA ligase	2	2	1.4248e+06
P21889	SYD_ECOLI	aspS	Aspartate--tRNA ligase	7	7	637091
P21912	SDHB_HUMAN	SDHB	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	9	8	1.99683e+06
P21926	CD9_HUMAN	CD9	CD9 antigen	2	2	2.55669e+06
P21951	DPOE_YEAST	POL2	DNA polymerase epsilon catalytic subunit A	4	4	273950
P21953	ODBB_HUMAN	BCKDHB	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial	5	5	42867.1
P21954	IDHP_YEAST	IDP1	Isocitrate dehydrogenase [NADP], mitochondrial	21	18	2.08528e+07
P21957	OPI1_YEAST	OPI1	Transcriptional repressor OPI1	2	2	2124.78
P21964	COMT_HUMAN	COMT	Catechol O-methyltransferase	6	6	1.64323e+06
