Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57391.raw
P22470	SAN1_YEAST	SAN1	Protein SAN1	4	4	65248.6
P22515	UBA1_YEAST	UBA1	Ubiquitin-activating enzyme E1 1	35	35	2.0622e+07
P22517	KCC2_YEAST	CMK2	Calcium/calmodulin-dependent protein kinase II	14	14	8.15537e+06
P22543	VPS34_YEAST	VPS34	Phosphatidylinositol 3-kinase VPS34	2	2	113759
P22570	ADRO_HUMAN	FDXR	NADPH:adrenodoxin oxidoreductase, mitochondrial	8	8	388628
P22579	SIN3_YEAST	SIN3	Transcriptional regulatory protein SIN3	23	23	5.10884e+06
P22626	ROA2_HUMAN	HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1	17	16	8.0905e+07
P22670	RFX1_HUMAN	RFX1	MHC class II regulatory factor RFX1	4	4	1.27992e+06
P22695	QCR2_HUMAN	UQCRC2	Cytochrome b-c1 complex subunit 2, mitochondrial	11	11	6.22952e+06
P22696	ESS1_YEAST	ESS1	Peptidyl-prolyl cis-trans isomerase ESS1	6	6	6.75404e+06
P22768	ASSY_YEAST	ARG1	Argininosuccinate synthase	11	11	3.40808e+06
P22803	TRX2_YEAST	TRX2	Thioredoxin-2	7	5	2.05686e+08
P22804	BET1_YEAST	BET1	Protein transport protein BET1	3	3	85146.3
P22830	HEMH_HUMAN	FECH	Ferrochelatase, mitochondrial	9	9	561800
P22855	MAN1_YEAST	AMS1	Alpha-mannosidase	31	31	6.11852e+06
P22936	APN1_YEAST	APN1	Apurinic-apyrimidinic endonuclease 1	6	6	590958
P22943	HSP12_YEAST	HSP12	12 kDa heat shock protein	6	6	7.37757e+07
P23142	FBLN1_HUMAN	FBLN1	Fibulin-1	5	5	1.32216e+06
P23180	AIM17_YEAST	AIM17	Probable oxidoreductase AIM17	12	12	9.8307e+06
P23193	TCEA1_HUMAN	TCEA1	Transcription elongation factor A protein 1	13	11	3.36722e+06
P23201	SPA2_YEAST	SPA2	Protein SPA2	25	25	1.07225e+06
P23202	URE2_YEAST	URE2	Transcriptional regulator URE2	6	6	1.17201e+06
P23219	PGH1_HUMAN	PTGS1	Prostaglandin G/H synthase 1	4	4	221209
P23229	ITA6_HUMAN	ITGA6	Integrin alpha-6	16	16	1.0294e+06
P23246	SFPQ_HUMAN	SFPQ	Splicing factor, proline- and glutamine-rich	19	18	1.82855e+07
P23248	RS3A2_YEAST	RPS1B	Small ribosomal subunit protein eS1B	14	3	1.50747e+08
P23254	TKT1_YEAST	TKL1	Transketolase 1	22	22	2.95991e+07
P23255	TAF2_YEAST	TAF2	Transcription initiation factor TFIID subunit 2	5	5	192054
P23258	TBG1_HUMAN	TUBG1	Tubulin gamma-1 chain	9	1	1.36079e+06
P23284	PPIB_HUMAN	PPIB	Peptidyl-prolyl cis-trans isomerase B	8	7	9.77039e+07
P23287	PP2B1_YEAST	CNA1	Serine/threonine-protein phosphatase 2B catalytic subunit A1	7	7	288262
P23291	KC11_YEAST	YCK1	Casein kinase I homolog 1	9	9	619705
P23292	KC12_YEAST	YCK2	Casein kinase I homolog 2	8	8	982612
P23293	BUR1_YEAST	SGV1	Serine/threonine-protein kinase BUR1	7	7	671174
P23301	IF5A1_YEAST	HYP2	Eukaryotic translation initiation factor 5A-1	6	4	1.23463e+08
P23337	GYS1_YEAST	GSY1	Glycogen [starch] synthase isoform 1	11	11	1.418e+07
P23368	MAOM_HUMAN	ME2	NAD-dependent malic enzyme, mitochondrial	11	10	1.78654e+06
P23381	SYWC_HUMAN	WARS1	Tryptophan--tRNA ligase, cytoplasmic	12	12	7.09006e+06
P23394	PRP28_YEAST	PRP28	Pre-mRNA-splicing ATP-dependent RNA helicase PRP28	3	3	302811
P23396	RS3_HUMAN	RPS3	40S ribosomal protein S3	15	15	6.82278e+07
P23434	GCSH_HUMAN	GCSH	Glycine cleavage system H protein, mitochondrial	2	2	2.42759e+06
P23497	SP100_HUMAN	SP100	Nuclear autoantigen Sp-100	4	2	80459
P23503	NAR1_YEAST	NAR1	Cytosolic Fe-S cluster assembly factor NAR1	4	4	118006
P23526	SAHH_HUMAN	AHCY	Adenosylhomocysteinase	16	13	6.72767e+07
P23528	COF1_HUMAN	CFL1	Cofilin-1	10	8	9.12922e+07
P23542	AATC_YEAST	AAT2	Aspartate aminotransferase, cytoplasmic	19	19	2.13823e+07
P23561	STE11_YEAST	STE11	Serine/threonine-protein kinase STE11	4	4	1.85174e+06
P23585	HXT2_YEAST	HXT2	High-affinity glucose transporter HXT2	4	4	7.44334e+06
P23588	IF4B_HUMAN	EIF4B	Eukaryotic translation initiation factor 4B	10	10	3.3836e+07
P23594	PP2A1_YEAST	PPH21	Serine/threonine-protein phosphatase PP2A-1 catalytic subunit	6	1	236058
P23595	PP2A2_YEAST	PPH22	Serine/threonine-protein phosphatase PP2A-2 catalytic subunit	1	1	310087
P23615	SPT6_YEAST	SPT6	Transcription elongation factor SPT6	38	38	7.84577e+07
P23634	AT2B4_HUMAN	ATP2B4	Plasma membrane calcium-transporting ATPase 4	10	9	771898
P23638	PSA3_YEAST	PRE9	Proteasome subunit alpha type-3	9	8	1.159e+07
P23639	PSA2_YEAST	PRE8	Proteasome subunit alpha type-2	8	8	8.79421e+06
P23641	MPCP_YEAST	MIR1	Mitochondrial phosphate carrier protein	9	9	5.75354e+06
P23642	VAN1_YEAST	VAN1	Mannan polymerase I complex VAN1 subunit	5	5	4.02723e+06
P23643	VPS3_YEAST	VPS3	Vacuolar protein sorting-associated protein 3	3	3	55052.9
P23644	TOM40_YEAST	TOM40	Mitochondrial import receptor subunit TOM40	5	5	8.21849e+06
P23724	PSB6_YEAST	PRE7	Proteasome subunit beta type-6	6	6	7.70708e+06
P23776	EXG1_YEAST	EXG1	Glucan 1,3-beta-glucosidase I/II	8	8	1.69602e+06
P23786	CPT2_HUMAN	CPT2	Carnitine O-palmitoyltransferase 2, mitochondrial	12	12	719026
P23797	GPI12_YEAST	GPI12	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase	4	4	455433
P23833	SCO1_YEAST	SCO1	Protein SCO1, mitochondrial	3	3	1.19462e+06
P23839	YICC_ECOLI	yicC	Endoribonuclease YicC	1	1	3216.34
P23847	DPPA_ECOLI	dppA	Dipeptide-binding protein	5	5	902309
P23857	PSPE_ECOLI	pspE	Thiosulfate sulfurtransferase PspE	1	1	98079.6
P23882	FMT_ECOLI	fmt	Methionyl-tRNA formyltransferase	1	1	6369.51
P23893	GSA_ECOLI	hemL	Glutamate-1-semialdehyde 2,1-aminomutase	1	1	4740.2
P23900	FPS1_YEAST	FPS1	Glycerol uptake/efflux facilitator protein	3	3	23405.5
P23919	KTHY_HUMAN	DTYMK	Thymidylate kinase	8	8	2.4299e+06
P23921	RIR1_HUMAN	RRM1	Ribonucleoside-diphosphate reductase large subunit	17	15	4.25701e+06
P23968	VATO_YEAST	VMA16	V-type proton ATPase subunit c''	1	1	269653
P24000	RL24B_YEAST	RPL24B	Large ribosomal subunit protein eL24B	1	1	4.00726e+07
P24004	PEX1_YEAST	PEX1	Peroxisomal ATPase PEX1	7	7	122577
P24031	PPA3_YEAST	PHO3	Constitutive acid phosphatase	4	2	1.16578e+06
P24182	ACCC_ECOLI	accC	Biotin carboxylase	3	3	398310
P24186	FOLD_ECOLI	folD	Bifunctional protein FolD	1	1	29596.1
P24276	SSD1_YEAST	SSD1	Protein SSD1	31	31	8.48781e+06
P24279	MCM3_YEAST	MCM3	DNA replication licensing factor MCM3	14	14	549196
P24280	SEC14_YEAST	SEC14	SEC14 cytosolic factor	16	14	1.24364e+07
P24384	PRP22_YEAST	PRP22	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22	2	2	106238
P24386	RAE1_HUMAN	CHM	Rab proteins geranylgeranyltransferase component A 1	1	1	11049.4
P24390;P33947	ERD21_HUMAN;ERD22_HUMAN	KDELR1;KDELR2	ER lumen protein-retaining receptor 1	1	0	3328.11
P24468	COT2_HUMAN	NR2F2	COUP transcription factor 2	2	1	196990
P24482	DPB2_YEAST	DPB2	DNA polymerase epsilon subunit B	3	3	773564
P24521	ERG8_YEAST	ERG8	Phosphomevalonate kinase	8	8	712668
P24534	EF1B_HUMAN	EEF1B2	Elongation factor 1-beta	6	6	9.92e+06
P24539	AT5F1_HUMAN	ATP5PB	ATP synthase F(0) complex subunit B1, mitochondrial	9	9	1.38206e+07
P24583	KPC1_YEAST	PKC1	Protein kinase C-like 1	15	15	1.16535e+06
P24666	PPAC_HUMAN	ACP1	Low molecular weight phosphotyrosine protein phosphatase	4	4	7.62307e+06
P24752	THIL_HUMAN	ACAT1	Acetyl-CoA acetyltransferase, mitochondrial	10	10	2.33107e+06
P24783	DBP2_YEAST	DBP2	ATP-dependent RNA helicase DBP2	16	16	3.18164e+06
P24784	DBP1_YEAST	DBP1	ATP-dependent RNA helicase DBP1	4	4	829794
P24814	GRR1_YEAST	GRR1	SCF E3 ubiquitin ligase complex F-box protein GRR1	2	2	58166.6
P24928	RPB1_HUMAN	POLR2A	DNA-directed RNA polymerase II subunit RPB1	18	18	469810
P24941	CDK2_HUMAN	CDK2	Cyclin-dependent kinase 2	9	9	4.22067e+06
P25036	YSP3_YEAST	YSP3	Subtilisin-like protease 3	1	1	131858
P25037	UBP1_YEAST	UBP1	Ubiquitin carboxyl-terminal hydrolase 1	10	10	658581
P25038	IF2M_YEAST	IFM1	Translation initiation factor IF-2, mitochondrial	1	1	8138.3
P25039	EFGM_YEAST	MEF1	Elongation factor G, mitochondrial	19	18	2.94424e+06
P25040	TSR4_YEAST	TSR4	20S rRNA accumulation protein 4	10	10	2.92762e+06
P25042	ROX1_YEAST	ROX1	Repressor ROX1	1	1	1596.05
P25043	PSB2_YEAST	PUP1	Proteasome subunit beta type-2	5	5	1.67794e+06
P25044	PTP1_YEAST	PTP1	Tyrosine-protein phosphatase 1	5	5	139050
P25045	LCB1_YEAST	LCB1	Serine palmitoyltransferase 1	7	7	2.1387e+06
P25087	ERG6_YEAST	ERG6	Sterol 24-C-methyltransferase ERG6	15	15	1.30051e+07
P25098	ARBK1_HUMAN	GRK2	Beta-adrenergic receptor kinase 1	3	2	685646
P25205	MCM3_HUMAN	MCM3	DNA replication licensing factor MCM3	23	23	4.66492e+06
P25208	NFYB_HUMAN	NFYB	Nuclear transcription factor Y subunit beta	1	1	24734.5
P25293	NAP1_YEAST	NAP1	Nucleosome assembly protein	13	13	1.00369e+07
P25294	SIS1_YEAST	SIS1	Protein SIS1	11	11	1.09048e+07
P25296	CANB_YEAST	CNB1	Calcineurin subunit B	8	7	3.5061e+06
P25297	PHO84_YEAST	PHO84	Inorganic phosphate transporter PHO84	7	7	1.02087e+06
P25298	RNA14_YEAST	RNA14	mRNA 3'-end-processing protein RNA14	6	6	312772
P25299	RNA15_YEAST	RNA15	mRNA 3'-end-processing protein RNA15	3	3	143968
P25302	SWI4_YEAST	SWI4	Regulatory protein SWI4	6	6	520196
P25303	SCJ1_YEAST	SCJ1	DnaJ-related protein SCJ1	10	10	2.34334e+06
P25325	THTM_HUMAN	MPST	3-mercaptopyruvate sulfurtransferase	4	4	1.73339e+06
P25332	RBSK_YEAST	RBK1	Ribokinase	9	9	1.59001e+07
P25336	MSH3_YEAST	MSH3	DNA mismatch repair protein MSH3	3	3	362425
P25339	PUF4_YEAST	PUF4	Pumilio homology domain family member 4	6	6	3.20738e+06
P25340	ERG4_YEAST	ERG4	Delta(24(24(1)))-sterol reductase ERG4	5	5	1.34271e+07
P25342	CDC10_YEAST	CDC10	Cell division control protein 10	5	5	3.033e+06
P25343	RV161_YEAST	RVS161	Reduced viability upon starvation protein 161	8	8	6.19732e+06
P25344	STE50_YEAST	STE50	Protein STE50	2	2	162298
P25349	YCP4_YEAST	YCP4	Flavoprotein-like protein YCP4	3	3	1.16975e+07
P25351	YCR3_YEAST	YCR023C	Major facilitator superfamily domain-containing protein YCR023C	3	3	659786
P25355	CTR86_YEAST	CTR86	Copper transport protein 86	6	6	2.31321e+06
P25357	SNT1_YEAST	SNT1	Probable DNA-binding protein SNT1	3	3	1.52094e+06
P25358	ELO2_YEAST	ELO2	Fatty acid elongase 2	4	4	4.14165e+06
P25359	RRP43_YEAST	RRP43	Exosome complex component RRP43	6	6	1.74113e+06
P25361	YCT3_YEAST	YCR043C	Uncharacterized protein YCR043C	2	2	394915
P25365	SED4_YEAST	SED4	Putative guanine nucleotide-exchange factor SED4	8	8	6.98276e+06
P25366	OCA4_YEAST	OCA4	Protein OCA4	4	4	159114
P25367	RNQ1_YEAST	RNQ1	[PIN+] prion protein RNQ1	6	6	3.60083e+06
P25368	RRP7_YEAST	RRP7	Ribosomal RNA-processing protein 7	3	3	48686.1
P25369	LSB5_YEAST	LSB5	LAS seventeen-binding protein 5	7	7	219414
P25371	ADP1_YEAST	ADP1	Probable ATP-dependent permease	10	10	1.91973e+06
P25372	TRX3_YEAST	TRX3	Thioredoxin-3, mitochondrial	5	5	2.85047e+06
P25373	GLRX1_YEAST	GRX1	Glutaredoxin-1	7	7	2.22629e+07
P25374	NFS1_YEAST	NFS1	Cysteine desulfurase, mitochondrial	7	7	1.20843e+06
P25375	PRTD_YEAST	PRD1	Saccharolysin	20	20	1.13573e+07
P25376	AGP1_YEAST	AGP1	General amino acid permease AGP1	3	3	731662
P25378	RHEB_YEAST	RHB1	Rheb-like protein RHB1	4	4	169686
P25379	STDH_YEAST	CHA1	Catabolic L-serine/threonine dehydratase	5	5	528452
P25382	NLE1_YEAST	RSA4	Ribosome assembly protein 4	5	5	732228
P25385	BOS1_YEAST	BOS1	Protein transport protein BOS1	4	4	608802
P25386	USO1_YEAST	USO1	Intracellular protein transport protein USO1	27	27	1.09845e+07
P25389	KCC4_YEAST	KCC4	Probable serine/threonine-protein kinase KCC4	1	1	1119.88
P25398	RS12_HUMAN	RPS12	40S ribosomal protein S12	6	6	2.45271e+07
P25440	BRD2_HUMAN	BRD2	Bromodomain-containing protein 2	4	4	72057.3
P25441	RPC4_YEAST	RPC53	DNA-directed RNA polymerase III subunit RPC4	5	5	2.76989e+06
P25443	RS2_YEAST	RPS2	Small ribosomal subunit protein uS5	7	7	1.17077e+08
P25445	TNR6_HUMAN	FAS	Tumor necrosis factor receptor superfamily member 6	2	2	1.34315e+06
P25451	PSB3_YEAST	PUP3	Proteasome subunit beta type-3	3	3	4.55487e+06
P25454	RAD51_YEAST	RAD51	DNA repair protein RAD51	3	3	2.62891e+06
P25490	TYY1_HUMAN	YY1	Transcriptional repressor protein YY1	3	2	181291
P25491	MAS5_YEAST	YDJ1	Mitochondrial protein import protein MAS5	15	15	1.14156e+07
P25515	VATL1_YEAST	VMA3	V-type proton ATPase subunit c	2	2	1.03696e+06
P25516	ACNA_ECOLI	acnA	Aconitate hydratase A	2	2	130428
P25526	GABD_ECOLI	gabD	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD	1	1	3314.14
P25553	ALDA_ECOLI	aldA	Lactaldehyde dehydrogenase	14	14	3.16027e+06
P25554	SGF29_YEAST	SGF29	SAGA-associated factor 29	1	1	36555.6
P25555	GBP2_YEAST	GBP2	Serine/arginine (SR)-type shuttling mRNA binding protein GBP2	13	13	1.12202e+06
P25558	BUD3_YEAST	BUD3	Bud site selection protein 3	9	9	1.20071e+06
P25560	RER1_YEAST	RER1	Protein RER1	2	2	100058
P25561	YCC1_YEAST	YCL021W	Putative uncharacterized protein YCL021W	1	1	9.63102e+06
P25566	MXR2_YEAST	MXR2	Peptide methionine sulfoxide reductase 2	1	1	34707.5
P25567	SRO9_YEAST	SRO9	RNA-binding protein SRO9	8	8	3.55214e+06
P25568	ATG22_YEAST	ATG22	Autophagy-related protein 22	2	2	361087
P25569	GID7_YEAST	GID7	Glucose-induced degradation protein 7	5	5	265077
P25573	MGR1_YEAST	MGR1	Mitochondrial inner membrane i-AAA protease supercomplex subunit MGR1	9	9	1.49789e+06
P25574	EMC1_YEAST	EMC1	ER membrane protein complex subunit 1	11	11	5.81711e+06
P25576	POF1_YEAST	POF1	Nicotinamide mononucleotide adenylyltransferase	1	1	281453
P25580	PBN1_YEAST	PBN1	Protein PBN1	6	6	392053
P25582	SPB1_YEAST	SPB1	27S pre-rRNA (guanosine(2922)-2'-O)-methyltransferase	8	8	660321
P25586	KRR1_YEAST	KRR1	KRR1 small subunit processome component	6	6	1.29656e+06
P25588	MRC1_YEAST	MRC1	Mediator of replication checkpoint protein 1	4	4	6907.49
P25604	STP22_YEAST	STP22	Suppressor protein STP22 of temperature-sensitive alpha-factor receptor and arginine permease	2	2	1.2731e+06
P25605	ILV6_YEAST	ILV6	Acetolactate synthase small subunit, mitochondrial	9	9	5.42438e+06
P25613	ADY2_YEAST	ADY2	Accumulation of dyads protein 2	1	1	6464.94
P25616	CTO1_YEAST	CTO1	Cold tolerance protein 1	2	2	754225
P25617	YCQ6_YEAST	YCR016W	Uncharacterized protein YCR016W	7	7	2.85584e+06
P25618	CWH43_YEAST	CWH43	Protein CWH43	7	7	1.75776e+06
P25619	HSP30_YEAST	HSP30	30 kDa heat shock protein	3	3	857674
P25623	SYP1_YEAST	SYP1	Suppressor of yeast profilin deletion	23	23	1.89733e+06
P25626	IMG1_YEAST	IMG1	Large ribosomal subunit protein bL19m	2	2	99721
P25628	ARE1_YEAST	ARE1	Sterol O-acyltransferase 1	2	2	806084
P25631	YCU1_YEAST	YCR051W	Ankyrin repeat-containing protein YCR051W	3	3	242815
P25632	RSC6_YEAST	RSC6	Chromatin structure-remodeling complex protein RSC6	11	11	1.13354e+06
P25635	PWP2_YEAST	PWP2	Periodic tryptophan protein 2	10	10	1.19301e+06
P25638	TAH1_YEAST	TAH1	TPR repeat-containing protein associated with Hsp90	3	3	846928
P25639	YCV1_YEAST	YCR061W	Uncharacterized membrane protein YCR061W	1	1	110628
P25641	ATG15_YEAST	ATG15	Putative lipase ATG15	2	2	11785.6
P25642	IMG2_YEAST	IMG2	Large ribosomal subunit protein mL49	3	3	81053
P25644	PAT1_YEAST	PAT1	DNA topoisomerase 2-associated protein PAT1	10	10	869431
P25648	SRB8_YEAST	SRB8	Mediator of RNA polymerase II transcription subunit 12	2	2	72557
P25651	CSM1_YEAST	CSM1	Monopolin complex subunit CSM1	5	5	540154
P25654	YCY0_YEAST	YCR090C	UPF0587 protein YCR090C	5	5	720441
P25655	NOT1_YEAST	CDC39	General negative regulator of transcription subunit 1	39	39	1.52592e+07
P25656	CDC50_YEAST	CDC50	Phospholipid-transporting ATPase accessory subunit CDC50	2	2	151825
P25659	FUB1_YEAST	FUB1	Silencing boundary-establishment protein FUB1	2	2	238000
P25685	DNJB1_HUMAN	DNAJB1	DnaJ homolog subfamily B member 1	7	6	3.0025e+06
P25694	CDC48_YEAST	CDC48	Cell division control protein 48	25	24	7.10439e+07
P25719	CYPC_YEAST	CPR3	Peptidyl-prolyl cis-trans isomerase C, mitochondrial	6	6	1.52964e+07
P25786	PSA1_HUMAN	PSMA1	Proteasome subunit alpha type-1	11	11	9.65629e+07
P25787	PSA2_HUMAN	PSMA2	Proteasome subunit alpha type-2	5	5	5.09225e+06
P25788	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3	7	7	9.11872e+06
P25789	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4	5	5	1.02361e+07
P25808	SPB4_YEAST	SPB4	ATP-dependent rRNA helicase SPB4	6	6	989569
P25815	S100P_HUMAN	S100P	Protein S100-P	2	2	1.85298e+07
P25847	MSH2_YEAST	MSH2	DNA mismatch repair protein MSH2	9	9	2.58291e+06
P25963	IKBA_HUMAN	NFKBIA	NF-kappa-B inhibitor alpha	2	2	540262
P26006	ITA3_HUMAN	ITGA3	Integrin alpha-3	10	10	1.84474e+07
P26038	MOES_HUMAN	MSN	Moesin	25	19	2.86999e+07
P26196	DDX6_HUMAN	DDX6	Probable ATP-dependent RNA helicase DDX6	16	16	6.01406e+06
P26321	RL5_YEAST	RPL5	Large ribosomal subunit protein uL18	8	8	1.15389e+08
P26358	DNMT1_HUMAN	DNMT1	DNA (cytosine-5)-methyltransferase 1	28	28	2.23365e+06
P26368	U2AF2_HUMAN	U2AF2	Splicing factor U2AF 65 kDa subunit	8	8	8.05824e+06
P26373	RL13_HUMAN	RPL13	60S ribosomal protein L13	7	7	2.88998e+07
P26374	RAE2_HUMAN	CHML	Rab proteins geranylgeranyltransferase component A 2	1	1	98710
P26440	IVD_HUMAN	IVD	Isovaleryl-CoA dehydrogenase, mitochondrial	5	5	735134
P26447	S10A4_HUMAN	S100A4	Protein S100-A4	5	5	1.9497e+08
P26570	PPZ1_YEAST	PPZ1	Serine/threonine-protein phosphatase PP-Z1	8	3	1.7232e+06
P26583	HMGB2_HUMAN	HMGB2	High mobility group protein B2	6	5	2.25271e+06
P26599	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1	10	8	1.28617e+07
P26637	SYLC_YEAST	CDC60	Leucine--tRNA ligase, cytoplasmic	35	35	1.26464e+07
P26639	SYTC_HUMAN	TARS1	Threonine--tRNA ligase 1, cytoplasmic	23	23	1.10755e+07
P26640	SYVC_HUMAN	VARS1	Valine--tRNA ligase	38	38	2.73061e+06
P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	11	11	3.97179e+07
P26725	YUR1_YEAST	YUR1	Probable mannosyltransferase YUR1	4	3	16367.6
P26754	RFA2_YEAST	RFA2	Replication factor A protein 2	7	7	2.06772e+06
P26755	RFA3_YEAST	RFA3	Replication factor A protein 3	4	4	1.24348e+06
P26783	RS5_YEAST	RPS5	Small ribosomal subunit protein uS7	8	8	8.76073e+07
P26784	RL16A_YEAST	RPL16A	Large ribosomal subunit protein uL13A	9	7	1.44171e+08
P26785	RL16B_YEAST	RPL16B	Large ribosomal subunit protein uL13B	7	7	3.51484e+07
P26786	RS7A_YEAST	RPS7A	Small ribosomal subunit protein eS7A	3	3	4.00973e+07
P26793	FEN1_YEAST	RAD27	Flap endonuclease 1	7	7	1.93861e+06
P26885	FKBP2_HUMAN	FKBP2	Peptidyl-prolyl cis-trans isomerase FKBP2	2	2	3.09181e+06
P26927	HGFL_HUMAN	MST1	Hepatocyte growth factor-like protein	1	1	5409.16
P27105	STOM_HUMAN	STOM	Erythrocyte band 7 integral membrane protein	7	7	2.75367e+06
P27248	GCST_ECOLI	gcvT	Aminomethyltransferase	5	5	3.01422e+06
P27298	OPDA_ECOLI	prlC	Oligopeptidase A	1	1	366231
P27302	TKT1_ECOLI	tktA	Transketolase 1	6	6	1.39525e+06
P27306	STHA_ECOLI	sthA	Soluble pyridine nucleotide transhydrogenase	1	1	7954.94
P27338	AOFB_HUMAN	MAOB	Amine oxidase [flavin-containing] B	10	9	621437
P27348	1433T_HUMAN	YWHAQ	14-3-3 protein theta	8	7	1.89646e+07
P27351	AP2B_YEAST	APL1	AP-2 complex subunit beta	4	4	206897
P27361	MK03_HUMAN	MAPK3	Mitogen-activated protein kinase 3	5	5	645122
P27448	MARK3_HUMAN	MARK3	MAP/microtubule affinity-regulating kinase 3	4	4	533724
P27449	VATL_HUMAN	ATP6V0C	V-type proton ATPase 16 kDa proteolipid subunit	1	1	254576
P27466	KCC1_YEAST	CMK1	Calcium/calmodulin-dependent protein kinase I	11	11	1.28584e+06
P27472	GYS2_YEAST	GSY2	Glycogen [starch] synthase isoform 2	19	16	8.79606e+06
P27476	NSR1_YEAST	NSR1	Nuclear localization sequence-binding protein	18	18	6.86692e+07
P27514	PHO91_YEAST	PHO91	Low-affinity phosphate transporter PHO91	10	10	7.40976e+06
P27515	URK1_YEAST	URK1	Uridine kinase	1	1	225466
P27550	ACSA_ECOLI	acs	Acetyl-coenzyme A synthetase	12	12	2.24371e+06
P27614	CBPS_YEAST	CPS1	Carboxypeptidase S	12	12	1.46263e+07
P27616	PUR7_YEAST	ADE1	Phosphoribosylaminoimidazole-succinocarboxamide synthase	14	14	1.80253e+07
P27635	RL10_HUMAN	RPL10	60S ribosomal protein L10	6	4	2.1056e+07
P27637	BUD14_YEAST	BUD14	Bud site selection protein 14	1	1	735291
P27680	COQ3_YEAST	COQ3	Ubiquinone biosynthesis O-methyltransferase, mitochondrial	5	5	44352.8
P27692	SPT5_YEAST	SPT5	Transcription elongation factor SPT5	27	27	5.02735e+06
P27694	RFA1_HUMAN	RPA1	Replication protein A 70 kDa DNA-binding subunit	20	20	4.59382e+06
P27695	APEX1_HUMAN	APEX1	DNA-(apurinic or apyrimidinic site) endonuclease	10	10	4.93998e+06
P27697	COQ8_YEAST	COQ8	Atypical kinase COQ8, mitochondrial	2	2	61729.7
P27705	MIG1_YEAST	MIG1	Regulatory protein MIG1	5	5	326697
P27707	DCK_HUMAN	DCK	Deoxycytidine kinase	4	4	877296
P27708	PYR1_HUMAN	CAD	CAD protein	52	50	1.38502e+07
P27797	CALR_HUMAN	CALR	Calreticulin	14	14	3.30532e+07
P27801	PEP3_YEAST	PEP3	Vacuolar membrane protein PEP3	12	12	201528
P27809	KRE2_YEAST	KRE2	Glycolipid 2-alpha-mannosyltransferase	10	10	3.041e+06
P27810	KTR1_YEAST	KTR1	Alpha-1,2 mannosyltransferase KTR1	13	13	4.93879e+06
P27816	MAP4_HUMAN	MAP4	Microtubule-associated protein 4	28	28	7.7987e+06
P27824	CALX_HUMAN	CANX	Calnexin	21	21	2.75727e+07
P27825	CALX_YEAST	CNE1	Calnexin homolog	4	4	1.16921e+06
P27882	ERV1_YEAST	ERV1	Mitochondrial FAD-linked sulfhydryl oxidase ERV1	5	5	309064
P27999	RPB9_YEAST	RPB9	DNA-directed RNA polymerase II subunit RPB9	4	4	94783.1
P28000	RPAC2_YEAST	RPC19	DNA-directed RNA polymerases I and III subunit RPAC2	5	5	1.38564e+06
P28003	FUN19_YEAST	FUN19	SWIRM domain-containing protein FUN19	3	3	50706.9
P28004	PRP45_YEAST	PRP45	Pre-mRNA-processing protein 45	1	1	56226.8
P28006	GAC1_YEAST	GAC1	Serine/threonine-protein phosphatase 1 regulatory subunit GAC1	1	1	3134.76
P28007	GAR1_YEAST	GAR1	H/ACA ribonucleoprotein complex subunit GAR1	2	2	2.40955e+06
P28062	PSB8_HUMAN	PSMB8	Proteasome subunit beta type-8	7	7	1.68369e+06
P28065	PSB9_HUMAN	PSMB9	Proteasome subunit beta type-9	2	2	174032
P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5	6	6	1.01718e+07
P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4	5	5	7.56995e+06
P28072	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6	3	3	9.85261e+06
P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	9	9	3.86295e+06
P28239	IPYR2_YEAST	PPA2	Inorganic pyrophosphatase, mitochondrial	4	4	2.03624e+06
P28241	IDH2_YEAST	IDH2	Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial	11	11	5.82782e+07
P28263	UBC8_YEAST	UBC8	Ubiquitin-conjugating enzyme E2-24 kDa	1	1	203732
P28272	PYRD_YEAST	URA1	Dihydroorotate dehydrogenase (fumarate)	7	7	2.84752e+07
P28273	OPLA_YEAST	OXP1	5-oxoprolinase	30	30	1.68292e+07
P28274	URA7_YEAST	URA7	CTP synthase 1	17	17	5.13583e+06
P28288	ABCD3_HUMAN	ABCD3	ATP-binding cassette sub-family D member 3	8	8	1.60675e+06
P28290	ITPI2_HUMAN	ITPRID2	Protein ITPRID2	17	17	1.05945e+06
P28319	CWP1_YEAST	CWP1	Cell wall protein CWP1	4	4	160468
P28321	MGLL_YEAST	YJU3	Monoglyceride lipase	6	6	1.87301e+06
