Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57359.raw
P16603	NCPR_YEAST	NCP1	NADPH--cytochrome P450 reductase	24	24	1.1069e+07
P16615	AT2A2_HUMAN	ATP2A2	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	35	20	2.20493e+07
P16622	HEMH_YEAST	HEM15	Ferrochelatase, mitochondrial	9	9	1.43858e+06
P16639	ATE1_YEAST	ATE1	Arginyl-tRNA--protein transferase 1	2	2	221168
P16649	TUP1_YEAST	TUP1	General transcriptional corepressor TUP1	26	26	2.45341e+06
P16659	SYP_ECOLI	proS	Proline--tRNA ligase	15	15	2.55592e+06
P16661	ALG1_YEAST	ALG1	Chitobiosyldiphosphodolichol beta-mannosyltransferase	7	7	1.8512e+06
P16664	RGP1_YEAST	RGP1	Guanine nucleotide exchange factor subunit RGP1	4	4	89090.5
P16700	CYSP_ECOLI	cysP	Thiosulfate-binding protein	5	5	1.9284e+06
P16861	PFKA1_YEAST	PFK1	ATP-dependent 6-phosphofructokinase subunit alpha	41	39	1.74768e+07
P16862	PFKA2_YEAST	PFK2	ATP-dependent 6-phosphofructokinase subunit beta	36	36	7.65549e+07
P16892	FUS3_YEAST	FUS3	Mitogen-activated protein kinase FUS3	2	2	1.13938e+06
P16930	FAAA_HUMAN	FAH	Fumarylacetoacetase	5	5	430934
P16949	STMN1_HUMAN	STMN1	Stathmin	6	4	9.94014e+06
P16965	STF2_YEAST	STF2	ATPase-stabilizing factor 15 kDa protein	4	4	4.12119e+06
P16989	YBOX3_HUMAN	YBX3	Y-box-binding protein 3	9	9	4.49408e+06
P17028	ZNF24_HUMAN	ZNF24	Zinc finger protein 24	2	2	470314
P17029	ZKSC1_HUMAN	ZKSCAN1	Zinc finger protein with KRAB and SCAN domains 1	1	0	2645.83
P17050	NAGAB_HUMAN	NAGA	Alpha-N-acetylgalactosaminidase	3	3	2.72279e+06
P17064	FCY2_YEAST	FCY2	Purine-cytosine permease FCY2	2	2	434990
P17065	SEC2_YEAST	SEC2	Rab guanine nucleotide exchange factor SEC2	3	3	1.00411e+06
P17066	HSP76_HUMAN	HSPA6	Heat shock 70 kDa protein 6	3	0	1.08435e+07
P17076	RL8A_YEAST	RPL8A	Large ribosomal subunit protein eL8A	16	4	4.7472e+07
P17096	HMGA1_HUMAN	HMGA1	High mobility group protein HMG-I/HMG-Y	5	5	9.16995e+06
P17106	CBF1_YEAST	CBF1	Centromere-binding protein 1	10	10	955632
P17117	NFSA_ECOLI	nfsA	Oxygen-insensitive NADPH nitroreductase	1	1	10144.6
P17119	KAR3_YEAST	KAR3	Kinesin-like protein KAR3	2	2	172152
P17121	SAC7_YEAST	SAC7	GTPase-activating protein SAC7	7	7	607299
P17152	TMM11_HUMAN	TMEM11	Transmembrane protein 11, mitochondrial	4	4	1.07783e+06
P17157	PHO85_YEAST	PHO85	Cyclin-dependent protein kinase PHO85	6	6	1.51229e+06
P17169	GLMS_ECOLI	glmS	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	8	8	606914
P17174	AATC_HUMAN	GOT1	Aspartate aminotransferase, cytoplasmic	17	17	3.09122e+06
P17252	KPCA_HUMAN	PRKCA	Protein kinase C alpha type	9	3	366659
P17255	VATA_YEAST	VMA1	V-type proton ATPase catalytic subunit A	51	49	3.94048e+07
P17275	JUNB_HUMAN	JUNB	Transcription factor jun-B	9	9	1.92325e+07
P17301	ITA2_HUMAN	ITGA2	Integrin alpha-2	23	23	7.67174e+06
P17423	KHSE_YEAST	THR1	Homoserine kinase	10	10	8.01833e+06
P17442	PHO81_YEAST	PHO81	Phosphate system positive regulatory protein PHO81	28	28	1.65665e+06
P17480	UBF1_HUMAN	UBTF	Nucleolar transcription factor 1	17	17	1.99616e+06
P17505	MDHM_YEAST	MDH1	Malate dehydrogenase, mitochondrial	14	14	4.42446e+06
P17535	JUND_HUMAN	JUND	Transcription factor jun-D	5	5	85893.6
P17536	TPM1_YEAST	TPM1	Tropomyosin-1	13	13	7.91134e+06
P17544	ATF7_HUMAN	ATF7	Cyclic AMP-dependent transcription factor ATF-7	5	4	221524
P17555	CAP_YEAST	SRV2	Adenylyl cyclase-associated protein	15	15	2.75024e+07
P17568	NDUB7_HUMAN	NDUFB7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	5	5	1.2751e+06
P17612	KAPCA_HUMAN	PRKACA	cAMP-dependent protein kinase catalytic subunit alpha	7	2	1.83789e+06
P17629	HPR1_YEAST	HPR1	THO complex subunit HPR1	10	10	507261
P17649	GABAT_YEAST	UGA1	4-aminobutyrate aminotransferase	23	23	1.59709e+06
P17655	CAN2_HUMAN	CAPN2	Calpain-2 catalytic subunit	20	20	6.88066e+06
P17676	CEBPB_HUMAN	CEBPB	CCAAT/enhancer-binding protein beta	7	7	693527
P17695	GLRX2_YEAST	GRX2	Glutaredoxin-2	5	5	2.31344e+06
P17706	PTN2_HUMAN	PTPN2	Tyrosine-protein phosphatase non-receptor type 2	6	6	991425
P17709	HXKG_YEAST	GLK1	Glucokinase-1	19	19	2.3701e+07
P17812	PYRG1_HUMAN	CTPS1	CTP synthase 1	20	18	4.13106e+06
P17813	EGLN_HUMAN	ENG	Endoglin	6	6	443871
P17844	DDX5_HUMAN	DDX5	Probable ATP-dependent RNA helicase DDX5	28	21	1.61576e+07
P17846	CYSI_ECOLI	cysI	Sulfite reductase [NADPH] hemoprotein beta-component	8	8	6.93837e+06
P17854	CYSH_ECOLI	cysH	Phosphoadenosine 5'-phosphosulfate reductase	3	3	260464
P17858	PFKAL_HUMAN	PFKL	ATP-dependent 6-phosphofructokinase, liver type	11	11	1.57253e+06
P17883	SKI3_YEAST	SKI3	Superkiller protein 3	16	16	395480
P17890	RPC7_YEAST	RPC31	DNA-directed RNA polymerase III subunit RPC7	2	2	68422.7
P17891	CLC1_YEAST	CLC1	Clathrin light chain	15	15	3.6821e+06
P17898	CPT1_YEAST	CPT1	Cholinephosphotransferase 1	2	2	612936
P17931	LEG3_HUMAN	LGALS3	Galectin-3	8	8	1.52777e+07
P17952	MURC_ECOLI	murC	UDP-N-acetylmuramate--L-alanine ligase	1	1	1587.49
P17967	PDI_YEAST	PDI1	Protein disulfide-isomerase	21	21	1.9987e+07
P17980	PRS6A_HUMAN	PSMC3	26S proteasome regulatory subunit 6A	21	20	5.21309e+06
P17987	TCPA_HUMAN	TCP1	T-complex protein 1 subunit alpha	22	22	5.90928e+06
P18031	PTN1_HUMAN	PTPN1	Tyrosine-protein phosphatase non-receptor type 1	15	15	2.41314e+06
P18074	ERCC2_HUMAN	ERCC2	General transcription and DNA repair factor IIH helicase subunit XPD	4	4	168438
P18077	RL35A_HUMAN	RPL35A	60S ribosomal protein L35a	6	6	1.75597e+07
P18084	ITB5_HUMAN	ITGB5	Integrin beta-5	11	11	618404
P18085	ARF4_HUMAN	ARF4	ADP-ribosylation factor 4	8	6	2.1468e+07
P18124	RL7_HUMAN	RPL7	60S ribosomal protein L7	11	11	3.38891e+07
P18206	VINC_HUMAN	VCL	Vinculin	56	56	2.36514e+07
P18239	ADT2_YEAST	PET9	ADP,ATP carrier protein 2	14	9	1.99415e+07
P18409	MDM10_YEAST	MDM10	Mitochondrial distribution and morphology protein 10	3	3	1.09163e+06
P18414	ERD2_YEAST	ERD2	ER lumen protein-retaining receptor	2	2	655652
P18433	PTPRA_HUMAN	PTPRA	Receptor-type tyrosine-protein phosphatase alpha	2	2	424757
P18480	SNF5_YEAST	SNF5	SWI/SNF chromatin-remodeling complex subunit SNF5	4	4	92816
P18494	GLN3_YEAST	GLN3	Nitrogen regulatory protein GLN3	1	1	2154.8
P18496	ATP10_YEAST	ATP10	Mitochondrial ATPase complex subunit ATP10	2	2	8405.72
P18562	UPP_YEAST	FUR1	Uracil phosphoribosyltransferase	9	9	4.35457e+06
P18583	SON_HUMAN	SON	Protein SON	31	31	2.01281e+06
P18615	NELFE_HUMAN	NELFE	Negative elongation factor E	10	10	2.89499e+06
P18621	RL17_HUMAN	RPL17	60S ribosomal protein L17	9	9	2.68691e+07
P18634	ART10_YEAST	ART10	Arrestin-related trafficking adapter 10	2	2	101571
P18669	PGAM1_HUMAN	PGAM1	Phosphoglycerate mutase 1	10	3	1.43967e+07
P18754	RCC1_HUMAN	RCC1	Regulator of chromosome condensation	11	11	5.63838e+06
P18759	SEC18_YEAST	SEC18	Vesicular-fusion protein SEC18	27	27	2.10541e+06
P18827	SDC1_HUMAN	SDC1	Syndecan-1	2	2	94803.5
P18843	NADE_ECOLI	nadE	NH(3)-dependent NAD(+) synthetase	8	8	2.46688e+06
P18846	ATF1_HUMAN	ATF1	Cyclic AMP-dependent transcription factor ATF-1	5	3	1.35722e+06
P18850	ATF6A_HUMAN	ATF6	Cyclic AMP-dependent transcription factor ATF-6 alpha	2	2	696586
P18852	GBG_YEAST	STE18	Guanine nucleotide-binding protein subunit gamma	1	1	63733.4
P18858	DNLI1_HUMAN	LIG1	DNA ligase 1	25	25	4.38272e+06
P18859	ATP5J_HUMAN	ATP5PF	ATP synthase-coupling factor 6, mitochondrial	4	4	6.70403e+06
P18887	XRCC1_HUMAN	XRCC1	DNA repair protein XRCC1	9	9	657274
P18888	SNF6_YEAST	SNF6	Transcription regulatory protein SNF6	1	1	261453
P18899	DDR48_YEAST	DDR48	Stress protein DDR48	7	7	1.6455e+06
P18900	COQ1_YEAST	COQ1	Hexaprenyl pyrophosphate synthase, mitochondrial	6	6	1.17735e+06
P18956	GGT_ECOLI	ggt	Glutathione hydrolase proenzyme	11	11	1.4208e+07
P18961	YPK2_YEAST	YPK2	Serine/threonine-protein kinase YPK2/YKR2	5	5	83983.9
P18962	DAP2_YEAST	DAP2	Dipeptidyl aminopeptidase B	9	9	1.71248e+06
P18963	IRA1_YEAST	IRA1	Inhibitory regulator protein IRA1	11	11	432609
P19073	CDC42_YEAST	CDC42	Cell division control protein 42	2	2	2.50973e+06
P19075	TSN8_HUMAN	TSPAN8	Tetraspanin-8	2	2	2.74358e+06
P19097	FAS2_YEAST	FAS2	Fatty acid synthase subunit alpha	79	79	6.32367e+06
P19146	ARF2_YEAST	ARF2	ADP-ribosylation factor 2	2	2	9.40004e+06
P19158	IRA2_YEAST	IRA2	Inhibitory regulator protein IRA2	4	4	64107.4
P19174	PLCG1_HUMAN	PLCG1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1	15	15	1.29565e+06
P19211	IF5A2_YEAST	ANB1	Eukaryotic translation initiation factor 5A-2	2	2	351759
P19256	LFA3_HUMAN	CD58	Lymphocyte function-associated antigen 3	3	3	1.16582e+06
P19262	ODO2_YEAST	KGD2	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	12	12	5.40686e+06
P19263	MED14_YEAST	RGR1	Mediator of RNA polymerase II transcription subunit 14	6	6	102149
P19338	NUCL_HUMAN	NCL	Nucleolin	23	23	2.60617e+07
P19358	METK2_YEAST	SAM2	S-adenosylmethionine synthase 2	9	9	4.76321e+06
P19367	HXK1_HUMAN	HK1	Hexokinase-1	6	5	223047
P19387	RPB3_HUMAN	POLR2C	DNA-directed RNA polymerase II subunit RPB3	5	5	863080
P19388	RPAB1_HUMAN	POLR2E	DNA-directed RNA polymerases I, II, and III subunit RPABC1	5	5	2.03464e+06
P19404	NDUV2_HUMAN	NDUFV2	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	8	8	1.15933e+07
P19414	ACON_YEAST	ACO1	Aconitate hydratase, mitochondrial	37	35	3.07307e+07
P19447	ERCC3_HUMAN	ERCC3	General transcription and DNA repair factor IIH helicase subunit XPB	5	5	604327
P19454	CSK22_YEAST	CKA2	Casein kinase II subunit alpha'	11	11	1.77868e+06
P19474	RO52_HUMAN	TRIM21	E3 ubiquitin-protein ligase TRIM21	3	3	156739
P19516	COX11_YEAST	COX11	Cytochrome c oxidase assembly protein COX11, mitochondrial	1	1	12723.3
P19524	MYO2_YEAST	MYO2	Myosin-2	44	39	4.38482e+06
P19525	E2AK2_HUMAN	EIF2AK2	Interferon-induced, double-stranded RNA-activated protein kinase	13	13	2.06226e+08
P19623	SPEE_HUMAN	SRM	Spermidine synthase	10	9	2.48488e+06
P19658	EXO70_YEAST	EXO70	Exocyst complex component EXO70	6	6	1.05228e+06
P19659	MED15_YEAST	GAL11	Mediator of RNA polymerase II transcription subunit 15	6	6	2.49659e+06
P19735	PRP6_YEAST	PRP6	Pre-mRNA-splicing factor 6	4	4	498777
P19736	PRP9_YEAST	PRP9	Pre-mRNA-splicing factor PRP9	1	1	1843.38
P19784	CSK22_HUMAN	CSNK2A2	Casein kinase II subunit alpha'	8	8	791757
P19812	UBR1_YEAST	UBR1	E3 ubiquitin-protein ligase UBR1	20	20	3.86681e+06
P19823	ITIH2_HUMAN	ITIH2	Inter-alpha-trypsin inhibitor heavy chain H2	8	8	1.54425e+07
P19827	ITIH1_HUMAN	ITIH1	Inter-alpha-trypsin inhibitor heavy chain H1	2	2	904227
P19838	NFKB1_HUMAN	NFKB1	Nuclear factor NF-kappa-B p105 subunit	11	11	692971
P19880	AP1_YEAST	YAP1	AP-1-like transcription factor YAP1	9	9	811500
P19881	PNPP_YEAST	PHO13	4-nitrophenylphosphatase	12	12	3.36534e+06
P19882	HSP60_YEAST	HSP60	Heat shock protein 60, mitochondrial	32	30	3.25295e+07
P19926	AGP_ECOLI	agp	Glucose-1-phosphatase	12	12	1.40722e+06
P19955	KGD4_YEAST	YMR31	Alpha-ketoglutarate dehydrogenase subunit 4, mitochondrial	4	4	1.39826e+06
P20020	AT2B1_HUMAN	ATP2B1	Plasma membrane calcium-transporting ATPase 1	28	13	1.51071e+06
P20042	IF2B_HUMAN	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2	20	20	1.01701e+07
P20049	TYR1_YEAST	TYR1	Prephenate dehydrogenase [NADP(+)]	8	8	709705
P20051	PYRC_YEAST	URA4	Dihydroorotase	9	9	8.19648e+06
P20053	PRP4_YEAST	PRP4	U4/U6 small nuclear ribonucleoprotein PRP4	1	1	1731.83
P20073	ANXA7_HUMAN	ANXA7	Annexin A7	20	20	2.82547e+06
P20081	FKBP_YEAST	FPR1	FK506-binding protein 1	6	6	2.94261e+07
P20084	RM33_YEAST	MRPL33	Large ribosomal subunit protein uL30m	2	2	624371
P20095	PRP2_YEAST	PRP2	Pre-mRNA-splicing factor ATP-dependent RNA helicase-like protein PRP2	2	2	978764
P20107	ZRC1_YEAST	ZRC1	Vacuolar zinc transporter ZRC1	3	3	821841
P20133	PGTB2_YEAST	BET2	Geranylgeranyl transferase type-2 subunit beta	2	2	1.81594e+06
P20134	SFL1_YEAST	SFL1	Flocculation suppression protein	1	1	1964.11
P20138	CD33_HUMAN	CD33	Myeloid cell surface antigen CD33	2	2	71537.2
P20226	TBP_HUMAN	TBP	TATA-box-binding protein	1	1	581027
P20248	CCNA2_HUMAN	CCNA2	Cyclin-A2	2	2	207794
P20290	BTF3_HUMAN	BTF3	Transcription factor BTF3	5	5	4.46212e+06
P20338	RAB4A_HUMAN	RAB4A	Ras-related protein Rab-4A	3	3	217857
P20339	RAB5A_HUMAN	RAB5A	Ras-related protein Rab-5A	7	5	6.75499e+06
P20340	RAB6A_HUMAN	RAB6A	Ras-related protein Rab-6A	5	2	3.28891e+06
P20424	SRP54_YEAST	SRP54	Signal recognition particle subunit SRP54	15	15	2.36658e+06
P20433	RPB4_YEAST	RPB4	DNA-directed RNA polymerase II subunit RPB4	4	4	674386
P20434	RPAB1_YEAST	RPB5	DNA-directed RNA polymerases I, II, and III subunit RPABC1	6	6	1.15262e+06
P20435	RPAB2_YEAST	RPO26	DNA-directed RNA polymerases I, II, and III subunit RPABC2	2	2	1.48785e+06
P20436	RPAB3_YEAST	RPB8	DNA-directed RNA polymerases I, II, and III subunit RPABC3	4	4	1.00086e+06
P20447	DBP3_YEAST	DBP3	ATP-dependent RNA helicase DBP3	15	15	2.64471e+07
P20448	DBP4_YEAST	HCA4	ATP-dependent RNA helicase HCA4	8	8	1.08205e+07
P20449	DBP5_YEAST	DBP5	ATP-dependent RNA helicase DBP5	21	21	1.57566e+06
P20457	PRI2_YEAST	PRI2	DNA primase large subunit	2	2	164019
P20459	IF2A_YEAST	SUI2	Eukaryotic translation initiation factor 2 subunit alpha	11	11	8.63499e+06
P20484	MAK11_YEAST	MAK11	Protein MAK11	7	7	739966
P20485	KICH_YEAST	CKI1	Choline kinase	16	16	638966
P20486	CKS1_YEAST	CKS1	Cyclin-dependent kinases regulatory subunit	4	4	707742
P20585	MSH3_HUMAN	MSH3	DNA mismatch repair protein Msh3	13	13	1.56189e+06
P20604	PP11_YEAST	SIT4	Serine/threonine-protein phosphatase PP1-1	9	9	1.44024e+06
P20605	FIC_ECOLI	fic	Probable protein adenylyltransferase Fic	2	2	193100
P20606	SAR1_YEAST	SAR1	Small COPII coat GTPase SAR1	7	6	9.00253e+06
P20618	PSB1_HUMAN	PSMB1	Proteasome subunit beta type-1	10	10	8.89318e+06
P20645	MPRD_HUMAN	M6PR	Cation-dependent mannose-6-phosphate receptor	6	6	1.80068e+06
P20674	COX5A_HUMAN	COX5A	Cytochrome c oxidase subunit 5A, mitochondrial	5	5	1.1967e+07
P20676	NUP1_YEAST	NUP1	Nucleoporin NUP1	9	9	6.20008e+06
P20700	LMNB1_HUMAN	LMNB1	Lamin-B1	30	29	8.20641e+06
P20742	PZP_HUMAN	PZP	Pregnancy zone protein	1	1	4080.6
P20774	MIME_HUMAN	OGN	Mimecan	1	1	215385
P20795	VPS33_YEAST	VPS33	Vacuolar protein sorting-associated protein 33	6	6	325370
P20810	ICAL_HUMAN	CAST	Calpastatin	26	26	2.67602e+07
P20839	IMDH1_HUMAN	IMPDH1	Inosine-5'-monophosphate dehydrogenase 1	14	14	2.49833e+06
P20908	CO5A1_HUMAN	COL5A1	Collagen alpha-1(V) chain	3	3	1.55736e+06
P20933	ASPG_HUMAN	AGA	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase	2	2	10706.1
P20936	RASA1_HUMAN	RASA1	Ras GTPase-activating protein 1	9	9	576411
P20962	PTMS_HUMAN	PTMS	Parathymosin	4	4	7.88602e+06
P20967	ODO1_YEAST	KGD1	2-oxoglutarate dehydrogenase, mitochondrial	23	23	7.68269e+06
P21127	CD11B_HUMAN	CDK11B	Cyclin-dependent kinase 11B	14	1	1.06282e+06
P21147	ACO1_YEAST	OLE1	Acyl-CoA desaturase 1	6	6	4.4598e+06
P21151	FADA_ECOLI	fadA	3-ketoacyl-CoA thiolase FadA	7	7	235968
P21165	PEPQ_ECOLI	pepQ	Xaa-Pro dipeptidase	9	9	1.03443e+06
P21169	DCOR_ECOLI	speC	Constitutive ornithine decarboxylase	1	1	425768
P21170	SPEA_ECOLI	speA	Biosynthetic arginine decarboxylase	4	4	5.73383e+07
P21177	FADB_ECOLI	fadB	Fatty acid oxidation complex subunit alpha	7	7	2.05603e+06
P21179	CATE_ECOLI	katE	Catalase HPII	4	4	9.26793e+06
P21182	DCAM_YEAST	SPE2	S-adenosylmethionine decarboxylase proenzyme	4	4	465699
P21192	ACE2_YEAST	ACE2	Metallothionein expression activator	2	2	7361.35
P21242	PSA7_YEAST	PRE10	Probable proteasome subunit alpha type-7	13	13	1.63014e+07
P21243	PSA1_YEAST	SCL1	Proteasome subunit alpha type-1	14	12	9.45707e+06
P21264	PUR6_YEAST	ADE2	Phosphoribosylaminoimidazole carboxylase	29	29	3.62569e+06
P21266	GSTM3_HUMAN	GSTM3	Glutathione S-transferase Mu 3	16	14	7.62006e+06
P21269	CCA1_YEAST	CCA1	CCA tRNA nucleotidyltransferase, mitochondrial	8	8	1.59869e+06
P21281	VATB2_HUMAN	ATP6V1B2	V-type proton ATPase subunit B, brain isoform	15	11	2.30335e+07
P21283	VATC1_HUMAN	ATP6V1C1	V-type proton ATPase subunit C 1	10	9	6.59833e+06
P21291	CSRP1_HUMAN	CSRP1	Cysteine and glycine-rich protein 1	9	9	8.39227e+06
P21304	PWP1_YEAST	PWP1	Periodic tryptophan protein 1	12	12	2.38094e+06
P21306	ATP5E_YEAST	ATP15	ATP synthase subunit epsilon, mitochondrial	3	3	981819
P21333	FLNA_HUMAN	FLNA	Filamin-A	110	106	1.42036e+07
P21338	RNI_ECOLI	rna	Ribonuclease I	2	2	9821.03
P21339	MSB1_YEAST	MSB1	Morphogenesis-related protein MSB1	3	3	207191
P21359	NF1_HUMAN	NF1	Neurofibromin	11	11	1.66742e+06
P21362	YCIF_ECOLI	yciF	Protein YciF	1	1	3655.83
P21367	YCAC_ECOLI	ycaC	Probable hydrolase YcaC	4	4	5.35031e+06
P21373	UTR1_YEAST	UTR1	NAD(+) kinase	9	9	321214
P21375	OSM1_YEAST	OSM1	Fumarate reductase 2	15	15	2.69329e+06
P21399	ACOC_HUMAN	ACO1	Cytoplasmic aconitate hydratase	20	20	2.49445e+06
P21499	RNR_ECOLI	rnr	Ribonuclease R	4	4	1.80812e+06
P21507	SRMB_ECOLI	srmB	ATP-dependent RNA helicase SrmB	2	2	6358.96
P21513	RNE_ECOLI	rne	Ribonuclease E	11	11	6.7162e+06
P21524	RIR1_YEAST	RNR1	Ribonucleoside-diphosphate reductase large chain 1	13	11	5.87311e+06
P21538	REB1_YEAST	REB1	DNA-binding protein REB1	14	14	6.87885e+06
P21560	CBP3_YEAST	CBP3	Protein CBP3, mitochondrial	6	6	4.11856e+06
P21576	VPS1_YEAST	VPS1	Vacuolar protein sorting-associated protein 1	31	31	5.28061e+06
P21589	5NTD_HUMAN	NT5E	5'-nucleotidase	6	6	536087
P21599	KPYK2_ECOLI	pykA	Pyruvate kinase II	13	13	964938
P21645	LPXD_ECOLI	lpxD	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	4	4	533365
P21657	DAL81_YEAST	DAL81	Transcriptional activator protein DAL81	1	1	36272.3
P21672	RIR3_YEAST	RNR3	Ribonucleoside-diphosphate reductase large chain 2	2	2	80343.2
P21734	UBC1_YEAST	UBC1	Ubiquitin-conjugating enzyme E2 1	5	5	2.72494e+06
P21796	VDAC1_HUMAN	VDAC1	Voltage-dependent anion-selective channel protein 1	16	16	1.40444e+07
P21801	SDHB_YEAST	SDH2	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	3	3	278445
P21825	SEC62_YEAST	SEC62	Translocation protein SEC62	3	3	1.60234e+06
P21827	RCC1_YEAST	SRM1	Guanine nucleotide exchange factor SRM1	11	11	1.39878e+06
P21888	SYC_ECOLI	cysS	Cysteine--tRNA ligase	2	2	2.36986e+06
P21889	SYD_ECOLI	aspS	Aspartate--tRNA ligase	13	13	2.36311e+06
P21912	SDHB_HUMAN	SDHB	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	10	9	2.26456e+06
P21926	CD9_HUMAN	CD9	CD9 antigen	1	1	3.50071e+06
P21951	DPOE_YEAST	POL2	DNA polymerase epsilon catalytic subunit A	11	11	1.57086e+06
P21953	ODBB_HUMAN	BCKDHB	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial	4	4	1.03145e+06
P21954	IDHP_YEAST	IDP1	Isocitrate dehydrogenase [NADP], mitochondrial	21	18	2.93067e+07
P21957	OPI1_YEAST	OPI1	Transcriptional repressor OPI1	1	1	224326
P21964	COMT_HUMAN	COMT	Catechol O-methyltransferase	7	7	1.86626e+06
P21965	MCK1_YEAST	MCK1	Protein kinase MCK1	14	13	4.47753e+06
P21980	TGM2_HUMAN	TGM2	Protein-glutamine gamma-glutamyltransferase 2	24	23	3.70631e+06
P22007	FNTB_YEAST	RAM1	Protein farnesyltransferase subunit beta	4	4	583950
P22023	KRE5_YEAST	KRE5	Killer toxin-resistance protein 5	15	15	830598
P22033	MUTA_HUMAN	MMUT	Methylmalonyl-CoA mutase, mitochondrial	14	14	1.07476e+06
P22059	OSBP1_HUMAN	OSBP	Oxysterol-binding protein 1	16	15	2.46574e+06
P22061	PIMT_HUMAN	PCMT1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	10	10	3.21859e+07
P22082	SNF2_YEAST	SNF2	Transcription regulatory protein SNF2	10	10	2.38245e+06
P22087	FBRL_HUMAN	FBL	rRNA 2'-O-methyltransferase fibrillarin	17	14	6.75462e+06
P22102	PUR2_HUMAN	GART	Trifunctional purine biosynthetic protein adenosine-3	31	31	8.43936e+06
P22106	ASNB_ECOLI	asnB	Asparagine synthetase B [glutamine-hydrolyzing]	4	4	1.38456e+06
P22108	APA2_YEAST	APA2	Diadenosine 5',5'''-P1,P4-tetraphosphate phosphorylase 2	4	4	403641
P22133	MDHC_YEAST	MDH2	Malate dehydrogenase, cytoplasmic	7	7	3.74723e+06
P22134	MAG_YEAST	MAG1	DNA-3-methyladenine glycosylase	7	7	457864
P22135	ATP12_YEAST	ATP12	Protein ATP12, mitochondrial	3	3	1.0079e+07
P22137	CLH_YEAST	CHC1	Clathrin heavy chain	58	58	5.71929e+06
P22138	RPA2_YEAST	RPA135	DNA-directed RNA polymerase I subunit RPA135	30	29	6.47358e+06
P22139	RPAB5_YEAST	RPB10	DNA-directed RNA polymerases I, II, and III subunit RPABC5	1	1	1.35941e+06
P22140	EPT1_YEAST	EPT1	Choline/ethanolaminephosphotransferase 1	1	1	431112
P22141	PSB4_YEAST	PRE1	Proteasome subunit beta type-4	6	6	6.09411e+06
P22146	GAS1_YEAST	GAS1	1,3-beta-glucanosyltransferase GAS1	7	7	4.10674e+06
P22147	XRN1_YEAST	XRN1	5'-3' exoribonuclease 1	47	47	4.2206e+06
P22202	HSP74_YEAST	SSA4	Heat shock protein SSA4	17	6	7.8415e+07
P22203	VATE_YEAST	VMA4	V-type proton ATPase subunit E	11	11	1.1668e+07
P22204	DBF2_YEAST	DBF2	Cell cycle protein kinase DBF2	2	2	7807.02
P22211	NPR1_YEAST	NPR1	Nitrogen permease reactivator protein	9	9	1.04181e+06
P22213	SLY1_YEAST	SLY1	Protein SLY1	16	16	1.02387e+06
P22214	SEC22_YEAST	SEC22	Protein transport protein SEC22	5	5	1.12556e+06
P22215	SLY41_YEAST	SLY41	Uncharacterized transporter SLY41	2	2	18428.1
P22216	RAD53_YEAST	RAD53	Serine/threonine-protein kinase RAD53	3	3	877339
P22217	TRX1_YEAST	TRX1	Thioredoxin-1	7	5	7.11666e+07
P22219	VPS15_YEAST	VPS15	Serine/threonine-protein kinase VPS15	3	3	59608.6
P22224	SEC15_YEAST	SEC15	Exocyst complex component SEC15	5	5	83366.5
P22226;P54230	CTHL1_BOVIN;CTHL1_SHEEP	CATHL1;CATHL1A	Cathelicidin-1	3	0	1.09889e+06
P22234	PUR6_HUMAN	PAICS	Multifunctional protein ADE2	14	14	6.12088e+06
P22255	CYSQ_ECOLI	cysQ	3'(2'),5'-bisphosphate nucleotidase CysQ	4	4	273009
P22256	GABT_ECOLI	gabT	4-aminobutyrate aminotransferase GabT	11	11	6.72589e+06
P22259	PCKA_ECOLI	pckA	Phosphoenolpyruvate carboxykinase (ATP)	16	16	6.02887e+06
P22276	RPC2_YEAST	RET1	DNA-directed RNA polymerase III subunit RPC2	16	14	1.60739e+06
P22307	NLTP_HUMAN	SCP2	Non-specific lipid-transfer protein	9	9	2.10427e+06
P22314	UBA1_HUMAN	UBA1	Ubiquitin-like modifier-activating enzyme 1	37	37	2.58561e+07
P22333	ADD_ECOLI	add	Adenosine deaminase	2	2	428306
P22336	RFA1_YEAST	RFA1	Replication factor A protein 1	19	19	7.20512e+06
P22352	GPX3_HUMAN	GPX3	Glutathione peroxidase 3	2	2	361684
P22392	NDKB_HUMAN	NME2	Nucleoside diphosphate kinase B	5	2	1.77161e+07
